transaction_id,transaction_date,value_date,amount,currency,description,reference,account_id,transaction_type
TXN0297,2026-04-06,2026-04-07,2726.7,INR,NEFT CR-GW-994913-Stripe SETTLEMENT-CUST0320,CMS/GW-994913/STRIPE/CUST0320,BANK003,CREDIT
TXN0298,2026-05-10,2026-05-11,44467.95,INR,NEFT CR-GW-785803-PayU SETTLEMENT-CUST0369,CMS/GW-785803/PAYU/CUST0369,BANK003,CREDIT
TXN0299,2026-05-30,2026-05-30,3659.99,INR,NEFT CR-GW-457386-Cashfree SETTLEMENT-CUST0213,CMS/GW-457386/CASHFREE/CUST0213,BANK003,CREDIT
TXN0300,2026-06-05,2026-06-06,15214.19,INR,NEFT CR-GW-547562-Razorpay SETTLEMENT-CUST0459,CMS/GW-547562/RAZORPAY/CUST0459,BANK001,CREDIT
TXN0301,2026-04-18,2026-04-18,3567.2,INR,NEFT CR-GW-767571-Cashfree SETTLEMENT-CUST0276,CMS/GW-767571/CASHFREE/CUST0276,BANK001,CREDIT
TXN0302,2026-07-01,2026-07-02,43252.86,INR,NEFT CR-GW-438762-Stripe SETTLEMENT-CUST0216,CMS/GW-438762/STRIPE/CUST0216,BANK001,CREDIT
TXN0303,2026-03-27,2026-03-27,18828.92,INR,NEFT CR-GW-657714-PayU SETTLEMENT-CUST0351,CMS/GW-657714/PAYU/CUST0351,BANK002,CREDIT
TXN0304,2026-05-04,2026-05-04,95623.01,INR,NEFT CR-GW-975553-Razorpay SETTLEMENT-CUST0167,CMS/GW-975553/RAZORPAY/CUST0167,BANK003,CREDIT
TXN0305,2026-06-05,2026-06-06,75946.55,INR,NEFT CR-GW-206571-Cashfree SETTLEMENT-CUST0013,CMS/GW-206571/CASHFREE/CUST0013,BANK001,CREDIT
TXN0306,2026-05-26,2026-05-26,3512.43,INR,NEFT CR-GW-234896-PayU SETTLEMENT-CUST0305,CMS/GW-234896/PAYU/CUST0305,BANK001,CREDIT
TXN0307,2026-01-15,2026-01-16,51345.63,INR,NEFT CR-GW-373440-Stripe SETTLEMENT-CUST0283,CMS/GW-373440/STRIPE/CUST0283,BANK001,CREDIT
TXN0308,2026-02-12,2026-02-12,10597.51,INR,NEFT CR-GW-978560-PayU SETTLEMENT-CUST0415,CMS/GW-978560/PAYU/CUST0415,BANK001,CREDIT
TXN0309,2026-06-16,2026-06-17,3361.44,INR,NEFT CR-GW-359449-Cashfree SETTLEMENT-CUST0134,CMS/GW-359449/CASHFREE/CUST0134,BANK001,CREDIT
TXN0310,2026-03-13,2026-03-13,4570.29,INR,NEFT CR-GW-491533-Stripe SETTLEMENT-CUST0111,CMS/GW-491533/STRIPE/CUST0111,BANK003,CREDIT
TXN0311,2026-04-20,2026-04-21,79090.86,INR,NEFT CR-GW-369406-Razorpay SETTLEMENT-CUST0256,CMS/GW-369406/RAZORPAY/CUST0256,BANK002,CREDIT
TXN0312,2026-03-14,2026-03-14,4570.29,INR,NEFT CR-GW-491533-Stripe SETTLEMENT-CUST0111,CMS/GW-491533/STRIPE/CUST0111,BANK002,CREDIT
TXN0313,2026-01-20,2026-01-20,91204.73,INR,NEFT CR-GW-250500-Stripe SETTLEMENT-CUST0470,CMS/GW-250500/STRIPE/CUST0470,BANK003,CREDIT
TXN0314,2026-01-19,2026-01-20,61403.4,INR,NEFT CR-GW-746657-Cashfree SETTLEMENT-CUST0392,CMS/GW-746657/CASHFREE/CUST0392,BANK003,CREDIT
TXN0315,2026-06-05,2026-06-06,9384.65,INR,NEFT CR-GW-307221-Cashfree SETTLEMENT-CUST0319,CMS/GW-307221/CASHFREE/CUST0319,BANK001,CREDIT
TXN0316,2026-05-29,2026-05-30,2505.09,INR,NEFT CR-GW-716176-PayU SETTLEMENT-CUST0017,CMS/GW-716176/PAYU/CUST0017,BANK002,CREDIT
TXN0317,2026-03-15,2026-03-16,2922.25,INR,NEFT CR-GW-454831-Stripe SETTLEMENT-CUST0007,CMS/GW-454831/STRIPE/CUST0007,BANK003,CREDIT
TXN0318,2026-04-11,2026-04-11,86065.84,INR,NEFT CR-GW-692136-Razorpay SETTLEMENT-CUST0347,CMS/GW-692136/RAZORPAY/CUST0347,BANK003,CREDIT
TXN0319,2026-03-30,2026-03-30,199489.06,INR,NEFT CR-GW-933393-Razorpay SETTLEMENT-CUST0075,CMS/GW-933393/RAZORPAY/CUST0075,BANK002,CREDIT
TXN0320,2026-07-13,2026-07-14,108467.95,INR,NEFT CR-GW-104159-Stripe SETTLEMENT-CUST0133,CMS/GW-104159/STRIPE/CUST0133,BANK003,CREDIT
TXN0321,2026-06-20,2026-06-21,140726.92,INR,NEFT CR-GW-348352-Cashfree SETTLEMENT-CUST0398,CMS/GW-348352/CASHFREE/CUST0398,BANK001,CREDIT
TXN0322,2026-05-20,2026-05-20,176303.9,INR,NEFT CR-GW-191681-Stripe SETTLEMENT-CUST0266,CMS/GW-191681/STRIPE/CUST0266,BANK002,CREDIT
TXN0323,2026-04-19,2026-04-19,79090.86,INR,NEFT CR-GW-369406-Razorpay SETTLEMENT-CUST0256,CMS/GW-369406/RAZORPAY/CUST0256,BANK002,CREDIT
TXN0324,2026-06-21,2026-06-21,3497.7,INR,NEFT CR-GW-256127-Cashfree SETTLEMENT-CUST0147,CMS/GW-256127/CASHFREE/CUST0147,BANK001,CREDIT
TXN0325,2026-03-10,2026-03-11,4822.63,INR,NEFT CR-GW-453985-Stripe SETTLEMENT-CUST0395,CMS/GW-453985/STRIPE/CUST0395,BANK003,CREDIT
TXN0326,2026-05-02,2026-05-02,871.48,INR,NEFT CR-GW-320165-PayU SETTLEMENT-CUST0482,CMS/GW-320165/PAYU/CUST0482,BANK003,CREDIT
TXN0327,2026-02-27,2026-02-27,1871.84,INR,NEFT CR-GW-820595-Stripe SETTLEMENT-CUST0335,CMS/GW-820595/STRIPE/CUST0335,BANK003,CREDIT
TXN0328,2026-05-07,2026-05-08,125593.84,INR,NEFT CR-GW-540812-Cashfree SETTLEMENT-CUST0415,CMS/GW-540812/CASHFREE/CUST0415,BANK002,CREDIT
TXN0329,2026-01-24,2026-01-25,163172.97,INR,NEFT CR-GW-426236-PayU SETTLEMENT-CUST0066,CMS/GW-426236/PAYU/CUST0066,BANK002,CREDIT
TXN0330,2026-04-06,2026-04-07,154690.62,INR,NEFT CR-GW-491805-Stripe SETTLEMENT-CUST0292,CMS/GW-491805/STRIPE/CUST0292,BANK001,CREDIT
TXN0331,2026-06-13,2026-06-13,72935.41,INR,NEFT CR-GW-995284-Stripe SETTLEMENT-CUST0126,CMS/GW-995284/STRIPE/CUST0126,BANK001,CREDIT
TXN0332,2026-06-16,2026-06-16,4994.74,INR,NEFT CR-GW-362258-Stripe SETTLEMENT-CUST0412,CMS/GW-362258/STRIPE/CUST0412,BANK003,CREDIT
TXN0333,2026-01-15,2026-01-16,3536.78,INR,NEFT CR-GW-126000-Razorpay SETTLEMENT-CUST0321,CMS/GW-126000/RAZORPAY/CUST0321,BANK002,CREDIT
TXN0334,2026-04-09,2026-04-10,2411.19,INR,NEFT CR-GW-163644-Cashfree SETTLEMENT-CUST0162,CMS/GW-163644/CASHFREE/CUST0162,BANK001,CREDIT
TXN0335,2026-04-25,2026-04-26,112630.02,INR,NEFT CR-GW-277360-Razorpay SETTLEMENT-CUST0205,CMS/GW-277360/RAZORPAY/CUST0205,BANK003,CREDIT
TXN0336,2026-02-26,2026-02-27,29018.7,INR,NEFT CR-GW-755268-PayU SETTLEMENT-CUST0125,CMS/GW-755268/PAYU/CUST0125,BANK001,CREDIT
TXN0337,2026-02-02,2026-02-03,7121.7,INR,NEFT CR-GW-982444-Cashfree SETTLEMENT-CUST0076,CMS/GW-982444/CASHFREE/CUST0076,BANK002,CREDIT
TXN0338,2026-03-04,2026-03-04,3587.13,INR,NEFT CR-GW-852843-Razorpay SETTLEMENT-CUST0219,CMS/GW-852843/RAZORPAY/CUST0219,BANK003,CREDIT
TXN0339,2026-03-12,2026-03-12,2851.95,INR,NEFT CR-GW-609142-Razorpay SETTLEMENT-CUST0387,CMS/GW-609142/RAZORPAY/CUST0387,BANK002,CREDIT
TXN0340,2026-04-08,2026-04-08,40391.78,INR,NEFT CR-GW-612452-Razorpay SETTLEMENT-CUST0441,CMS/GW-612452/RAZORPAY/CUST0441,BANK001,CREDIT
TXN0341,2026-04-25,2026-04-25,69497.81,INR,NEFT CR-GW-514560-Cashfree SETTLEMENT-CUST0075,CMS/GW-514560/CASHFREE/CUST0075,BANK002,CREDIT
TXN0342,2026-01-23,2026-01-23,124401.11,INR,NEFT CR-GW-984478-Cashfree SETTLEMENT-CUST0059,CMS/GW-984478/CASHFREE/CUST0059,BANK002,CREDIT
TXN0343,2026-01-11,2026-01-11,85015.03,INR,NEFT CR-GW-570352-Razorpay SETTLEMENT-CUST0375,CMS/GW-570352/RAZORPAY/CUST0375,BANK002,CREDIT
TXN0344,2026-04-20,2026-04-20,76470.17,INR,NEFT CR-GW-288438-PayU SETTLEMENT-CUST0401,CMS/GW-288438/PAYU/CUST0401,BANK003,CREDIT
TXN0345,2026-02-19,2026-02-20,176273.22,INR,NEFT CR-GW-337943-Cashfree SETTLEMENT-CUST0278,CMS/GW-337943/CASHFREE/CUST0278,BANK002,CREDIT
TXN0346,2026-03-21,2026-03-22,23098.14,INR,NEFT CR-GW-641365-Razorpay SETTLEMENT-CUST0019,CMS/GW-641365/RAZORPAY/CUST0019,BANK001,CREDIT
TXN0347,2026-02-10,2026-02-11,171371.15,INR,NEFT CR-GW-957545-PayU SETTLEMENT-CUST0213,CMS/GW-957545/PAYU/CUST0213,BANK002,CREDIT
TXN0348,2026-06-10,2026-06-11,58914.36,INR,NEFT CR-GW-650318-PayU SETTLEMENT-CUST0025,CMS/GW-650318/PAYU/CUST0025,BANK001,CREDIT
TXN0349,2026-03-09,2026-03-10,54760.9,INR,NEFT CR-GW-700145-Stripe SETTLEMENT-CUST0312,CMS/GW-700145/STRIPE/CUST0312,BANK001,CREDIT
TXN0350,2026-03-19,2026-03-20,19074.74,INR,NEFT CR-GW-988946-PayU SETTLEMENT-CUST0011,CMS/GW-988946/PAYU/CUST0011,BANK001,CREDIT
TXN0351,2026-05-01,2026-05-01,70124.9,INR,NEFT CR-GW-274477-Cashfree SETTLEMENT-CUST0500,CMS/GW-274477/CASHFREE/CUST0500,BANK003,CREDIT
TXN0352,2026-01-06,2026-01-06,1115.07,INR,NEFT CR-GW-699552-Cashfree SETTLEMENT-CUST0348,CMS/GW-699552/CASHFREE/CUST0348,BANK003,CREDIT
TXN0353,2026-02-02,2026-02-03,61443.3,INR,NEFT CR-GW-327582-Razorpay SETTLEMENT-CUST0130,CMS/GW-327582/RAZORPAY/CUST0130,BANK003,CREDIT
TXN0354,2026-06-13,2026-06-13,105372.26,INR,NEFT CR-GW-661921-Stripe SETTLEMENT-CUST0275,CMS/GW-661921/STRIPE/CUST0275,BANK001,CREDIT
TXN0355,2026-05-06,2026-05-07,14579.87,INR,NEFT CR-GW-569040-PayU SETTLEMENT-CUST0045,CMS/GW-569040/PAYU/CUST0045,BANK002,CREDIT
TXN0356,2026-06-17,2026-06-18,120103.35,INR,NEFT CR-GW-341794-Stripe SETTLEMENT-CUST0050,CMS/GW-341794/STRIPE/CUST0050,BANK001,CREDIT
TXN0357,2026-02-13,2026-02-13,106877.3,INR,NEFT CR-GW-947585-PayU SETTLEMENT-CUST0137,CMS/GW-947585/PAYU/CUST0137,BANK003,CREDIT
TXN0358,2026-04-27,2026-04-27,11445.87,INR,NEFT CR-GW-811789-PayU SETTLEMENT-CUST0032,CMS/GW-811789/PAYU/CUST0032,BANK001,CREDIT
TXN0359,2026-04-09,2026-04-09,174890.36,INR,NEFT CR-GW-787573-PayU SETTLEMENT-CUST0196,CMS/GW-787573/PAYU/CUST0196,BANK003,CREDIT
TXN0360,2026-01-26,2026-01-27,163172.97,INR,NEFT CR-GW-426236-PayU SETTLEMENT-CUST0066,CMS/GW-426236/PAYU/CUST0066,BANK002,CREDIT
TXN0361,2026-06-15,2026-06-15,45524.93,INR,NEFT CR-GW-673901-PayU SETTLEMENT-CUST0198,CMS/GW-673901/PAYU/CUST0198,BANK001,CREDIT
TXN0362,2026-06-23,2026-06-24,4429.92,INR,NEFT CR-GW-309139-Razorpay SETTLEMENT-CUST0105,CMS/GW-309139/RAZORPAY/CUST0105,BANK003,CREDIT
TXN0363,2026-01-29,2026-01-30,4321.17,INR,NEFT CR-GW-928453-PayU SETTLEMENT-CUST0370,CMS/GW-928453/PAYU/CUST0370,BANK001,CREDIT
TXN0364,2026-03-26,2026-03-27,123477.61,INR,NEFT CR-GW-817784-Cashfree SETTLEMENT-CUST0262,CMS/GW-817784/CASHFREE/CUST0262,BANK001,CREDIT
TXN0365,2026-02-13,2026-02-13,18880.38,INR,NEFT CR-GW-278529-Stripe SETTLEMENT-CUST0459,CMS/GW-278529/STRIPE/CUST0459,BANK003,CREDIT
TXN0366,2026-04-23,2026-04-24,8836.65,INR,NEFT CR-GW-348981-Cashfree SETTLEMENT-CUST0016,CMS/GW-348981/CASHFREE/CUST0016,BANK001,CREDIT
TXN0367,2026-03-29,2026-03-29,37324.67,INR,NEFT CR-GW-342244-Stripe SETTLEMENT-CUST0464,CMS/GW-342244/STRIPE/CUST0464,BANK001,CREDIT
TXN0368,2026-03-25,2026-03-25,106043.51,INR,NEFT CR-GW-531058-Razorpay SETTLEMENT-CUST0485,CMS/GW-531058/RAZORPAY/CUST0485,BANK001,CREDIT
TXN0369,2026-04-16,2026-04-17,2411.31,INR,NEFT CR-GW-903837-Stripe SETTLEMENT-CUST0170,CMS/GW-903837/STRIPE/CUST0170,BANK002,CREDIT
TXN0370,2026-02-03,2026-02-03,77794.24,INR,NEFT CR-GW-684780-Razorpay SETTLEMENT-CUST0050,CMS/GW-684780/RAZORPAY/CUST0050,BANK001,CREDIT
TXN0371,2026-08-09,2026-08-10,2035.99,INR,NEFT CR-GW-897451-PayU SETTLEMENT-CUST0231,CMS/GW-897451/PAYU/CUST0231,BANK001,CREDIT
TXN0372,2026-04-14,2026-04-14,65174.03,INR,NEFT CR-GW-432056-PayU SETTLEMENT-CUST0217,CMS/GW-432056/PAYU/CUST0217,BANK003,CREDIT
TXN0373,2026-04-26,2026-04-26,31884.5,INR,NEFT CR-GW-937533-Razorpay SETTLEMENT-CUST0383,CMS/GW-937533/RAZORPAY/CUST0383,BANK001,CREDIT
TXN0374,2026-01-08,2026-01-08,14186.74,INR,NEFT CR-GW-352436-PayU SETTLEMENT-CUST0387,CMS/GW-352436/PAYU/CUST0387,BANK002,CREDIT
TXN0375,2026-04-02,2026-04-02,1388.32,INR,NEFT CR-GW-802146-Cashfree SETTLEMENT-CUST0306,CMS/GW-802146/CASHFREE/CUST0306,BANK001,CREDIT
TXN0376,2026-03-30,2026-03-30,2403.51,INR,NEFT CR-GW-465528-Razorpay SETTLEMENT-CUST0007,CMS/GW-465528/RAZORPAY/CUST0007,BANK001,CREDIT
TXN0377,2026-04-07,2026-04-07,133266.2,INR,NEFT CR-GW-996416-Razorpay SETTLEMENT-CUST0110,CMS/GW-996416/RAZORPAY/CUST0110,BANK003,CREDIT
TXN0378,2026-06-08,2026-06-08,3166.92,INR,NEFT CR-GW-465618-Stripe SETTLEMENT-CUST0404,CMS/GW-465618/STRIPE/CUST0404,BANK001,CREDIT
TXN0379,2026-04-20,2026-04-20,21415.38,INR,NEFT CR-GW-385914-Razorpay SETTLEMENT-CUST0410,CMS/GW-385914/RAZORPAY/CUST0410,BANK002,CREDIT
TXN0380,2026-06-23,2026-06-24,30103.71,INR,NEFT CR-GW-474474-PayU SETTLEMENT-CUST0361,CMS/GW-474474/PAYU/CUST0361,BANK003,CREDIT
TXN0381,2026-02-26,2026-02-26,105148.2,INR,NEFT CR-GW-450518-Stripe SETTLEMENT-CUST0175,CMS/GW-450518/STRIPE/CUST0175,BANK002,CREDIT
TXN0382,2026-07-07,2026-07-08,6971.68,INR,NEFT CR-GW-988347-Stripe SETTLEMENT-CUST0493,CMS/GW-988347/STRIPE/CUST0493,BANK002,CREDIT
TXN0383,2026-02-16,2026-02-16,7183.05,INR,NEFT CR-GW-714026-Cashfree SETTLEMENT-CUST0328,CMS/GW-714026/CASHFREE/CUST0328,BANK001,CREDIT
TXN0384,2026-06-10,2026-06-11,156092.11,INR,NEFT CR-GW-980878-Razorpay SETTLEMENT-CUST0375,CMS/GW-980878/RAZORPAY/CUST0375,BANK001,CREDIT
TXN0385,2026-06-29,2026-06-29,67699.65,INR,NEFT CR-GW-353625-Cashfree SETTLEMENT-CUST0115,CMS/GW-353625/CASHFREE/CUST0115,BANK001,CREDIT
TXN0386,2026-01-29,2026-01-30,1688.98,INR,NEFT CR-GW-467975-PayU SETTLEMENT-CUST0123,CMS/GW-467975/PAYU/CUST0123,BANK003,CREDIT
TXN0387,2026-05-04,2026-05-04,3399.06,INR,NEFT CR-GW-766613-Razorpay SETTLEMENT-CUST0435,CMS/GW-766613/RAZORPAY/CUST0435,BANK002,CREDIT
TXN0388,2026-06-17,2026-06-17,54692.14,INR,NEFT CR-GW-543422-Cashfree SETTLEMENT-CUST0403,CMS/GW-543422/CASHFREE/CUST0403,BANK001,CREDIT
TXN0389,2026-02-26,2026-02-26,104212.33,INR,NEFT CR-GW-618268-PayU SETTLEMENT-CUST0051,CMS/GW-618268/PAYU/CUST0051,BANK002,CREDIT
TXN0390,2026-07-02,2026-07-02,74971.18,INR,NEFT CR-GW-791160-Stripe SETTLEMENT-CUST0266,CMS/GW-791160/STRIPE/CUST0266,BANK001,CREDIT
TXN0391,2026-01-27,2026-01-28,74391.65,INR,NEFT CR-GW-887917-Razorpay SETTLEMENT-CUST0284,CMS/GW-887917/RAZORPAY/CUST0284,BANK002,CREDIT
TXN0392,2026-04-06,2026-04-06,15955.75,INR,NEFT CR-GW-498795-Razorpay SETTLEMENT-CUST0341,CMS/GW-498795/RAZORPAY/CUST0341,BANK003,CREDIT
TXN0393,2026-05-18,2026-05-19,6584.57,INR,NEFT CR-GW-711616-PayU SETTLEMENT-CUST0282,CMS/GW-711616/PAYU/CUST0282,BANK002,CREDIT
TXN0394,2026-03-07,2026-03-07,2708.86,INR,NEFT CR-GW-233636-Razorpay SETTLEMENT-CUST0378,CMS/GW-233636/RAZORPAY/CUST0378,BANK001,CREDIT
TXN0395,2026-02-24,2026-02-25,9152.57,INR,NEFT CR-GW-386422-Cashfree SETTLEMENT-CUST0371,CMS/GW-386422/CASHFREE/CUST0371,BANK003,CREDIT
TXN0396,2026-06-07,2026-06-08,42334.68,INR,NEFT CR-GW-536522-Cashfree SETTLEMENT-CUST0328,CMS/GW-536522/CASHFREE/CUST0328,BANK003,CREDIT
TXN0397,2026-04-11,2026-04-11,64079.94,INR,NEFT CR-GW-317159-Cashfree SETTLEMENT-CUST0048,CMS/GW-317159/CASHFREE/CUST0048,BANK003,CREDIT
TXN0398,2026-03-14,2026-03-14,3602.53,INR,NEFT CR-GW-118855-PayU SETTLEMENT-CUST0208,CMS/GW-118855/PAYU/CUST0208,BANK001,CREDIT
TXN0399,2026-06-04,2026-06-04,41110.22,INR,NEFT CR-GW-297863-Cashfree SETTLEMENT-CUST0022,CMS/GW-297863/CASHFREE/CUST0022,BANK003,CREDIT
TXN0400,2026-06-29,2026-06-30,182256.25,INR,NEFT CR-GW-432236-Cashfree SETTLEMENT-CUST0459,CMS/GW-432236/CASHFREE/CUST0459,BANK001,CREDIT
TXN0401,2026-05-31,2026-05-31,180857.34,INR,NEFT CR-GW-533054-Stripe SETTLEMENT-CUST0425,CMS/GW-533054/STRIPE/CUST0425,BANK002,CREDIT
TXN0402,2026-03-07,2026-03-07,66644.44,INR,NEFT CR-GW-931346-Stripe SETTLEMENT-CUST0187,CMS/GW-931346/STRIPE/CUST0187,BANK002,CREDIT
TXN0403,2026-03-21,2026-03-21,119814.69,INR,NEFT CR-GW-516884-Stripe SETTLEMENT-CUST0448,CMS/GW-516884/STRIPE/CUST0448,BANK003,CREDIT
TXN0404,2026-05-25,2026-05-25,46730.9,INR,NEFT CR-GW-934213-Stripe SETTLEMENT-CUST0061,CMS/GW-934213/STRIPE/CUST0061,BANK003,CREDIT
TXN0405,2026-03-23,2026-03-23,23098.14,INR,NEFT CR-GW-641365-Razorpay SETTLEMENT-CUST0019,CMS/GW-641365/RAZORPAY/CUST0019,BANK001,CREDIT
TXN0406,2026-06-06,2026-06-06,87008.44,INR,NEFT CR-GW-581071-PayU SETTLEMENT-CUST0185,CMS/GW-581071/PAYU/CUST0185,BANK001,CREDIT
TXN0407,2026-02-05,2026-02-05,2058.94,INR,NEFT CR-GW-890193-Cashfree SETTLEMENT-CUST0093,CMS/GW-890193/CASHFREE/CUST0093,BANK002,CREDIT
TXN0408,2026-02-13,2026-02-13,3050.81,INR,NEFT CR-GW-649293-Cashfree SETTLEMENT-CUST0495,CMS/GW-649293/CASHFREE/CUST0495,BANK001,CREDIT
TXN0409,2026-02-08,2026-02-08,52723.37,INR,NEFT CR-GW-244995-PayU SETTLEMENT-CUST0398,CMS/GW-244995/PAYU/CUST0398,BANK001,CREDIT
TXN0410,2026-02-17,2026-02-18,17208.7,INR,NEFT CR-GW-170128-Cashfree SETTLEMENT-CUST0230,CMS/GW-170128/CASHFREE/CUST0230,BANK002,CREDIT
TXN0411,2026-03-14,2026-03-14,43749.76,INR,NEFT CR-GW-286339-Cashfree SETTLEMENT-CUST0179,CMS/GW-286339/CASHFREE/CUST0179,BANK003,CREDIT
TXN0412,2026-02-16,2026-02-17,3477.75,INR,NEFT CR-GW-848654-PayU SETTLEMENT-CUST0168,CMS/GW-848654/PAYU/CUST0168,BANK002,CREDIT
TXN0413,2026-02-22,2026-02-22,4834.33,INR,NEFT CR-GW-172888-Razorpay SETTLEMENT-CUST0005,CMS/GW-172888/RAZORPAY/CUST0005,BANK002,CREDIT
TXN0414,2026-02-16,2026-02-17,125864.49,INR,NEFT CR-GW-751473-PayU SETTLEMENT-CUST0248,CMS/GW-751473/PAYU/CUST0248,BANK001,CREDIT
TXN0415,2026-01-18,2026-01-19,19979.36,INR,NEFT CR-GW-982782-Cashfree SETTLEMENT-CUST0245,CMS/GW-982782/CASHFREE/CUST0245,BANK001,CREDIT
TXN0416,2026-02-18,2026-02-18,57622.43,INR,NEFT CR-GW-770323-PayU SETTLEMENT-CUST0277,CMS/GW-770323/PAYU/CUST0277,BANK001,CREDIT
TXN0417,2026-03-31,2026-03-31,3467.2,INR,NEFT CR-GW-987587-PayU SETTLEMENT-CUST0316,CMS/GW-987587/PAYU/CUST0316,BANK002,CREDIT
TXN0418,2026-01-07,2026-01-07,7216.73,INR,NEFT CR-GW-408123-Cashfree SETTLEMENT-CUST0308,CMS/GW-408123/CASHFREE/CUST0308,BANK002,CREDIT
TXN0419,2026-02-09,2026-02-10,13552.57,INR,NEFT CR-GW-570769-PayU SETTLEMENT-CUST0056,CMS/GW-570769/PAYU/CUST0056,BANK002,CREDIT
TXN0420,2026-05-27,2026-05-27,6957.41,INR,NEFT CR-GW-287284-Cashfree SETTLEMENT-CUST0447,CMS/GW-287284/CASHFREE/CUST0447,BANK001,CREDIT
TXN0421,2026-02-18,2026-02-18,6444.26,INR,NEFT CR-GW-489645-Razorpay SETTLEMENT-CUST0493,CMS/GW-489645/RAZORPAY/CUST0493,BANK002,CREDIT
TXN0422,2026-01-18,2026-01-19,17634.39,INR,NEFT CR-GW-820247-Cashfree SETTLEMENT-CUST0182,CMS/GW-820247/CASHFREE/CUST0182,BANK001,CREDIT
TXN0423,2026-06-16,2026-06-17,3094.97,INR,NEFT CR-GW-378169-Razorpay SETTLEMENT-CUST0458,CMS/GW-378169/RAZORPAY/CUST0458,BANK002,CREDIT
TXN0424,2026-06-05,2026-06-05,864.94,INR,NEFT CR-GW-659431-PayU SETTLEMENT-CUST0344,CMS/GW-659431/PAYU/CUST0344,BANK002,CREDIT
TXN0425,2026-06-16,2026-06-17,114215.14,INR,NEFT CR-GW-326813-PayU SETTLEMENT-CUST0130,CMS/GW-326813/PAYU/CUST0130,BANK001,CREDIT
TXN0426,2026-02-11,2026-02-11,20156.36,INR,NEFT CR-GW-408604-Stripe SETTLEMENT-CUST0009,CMS/GW-408604/STRIPE/CUST0009,BANK003,CREDIT
TXN0427,2026-05-10,2026-05-11,4966.44,INR,NEFT CR-GW-152148-Razorpay SETTLEMENT-CUST0338,CMS/GW-152148/RAZORPAY/CUST0338,BANK001,CREDIT
TXN0428,2026-03-11,2026-03-11,2718.19,INR,NEFT CR-GW-248228-Cashfree SETTLEMENT-CUST0481,CMS/GW-248228/CASHFREE/CUST0481,BANK002,CREDIT
TXN0429,2026-02-14,2026-02-14,82232.94,INR,NEFT CR-GW-514339-Cashfree SETTLEMENT-CUST0011,CMS/GW-514339/CASHFREE/CUST0011,BANK002,CREDIT
TXN0430,2026-03-22,2026-03-22,141927.43,INR,NEFT CR-GW-689457-Cashfree SETTLEMENT-CUST0370,CMS/GW-689457/CASHFREE/CUST0370,BANK001,CREDIT
TXN0431,2026-01-18,2026-01-18,81701.35,INR,NEFT CR-GW-436807-Stripe SETTLEMENT-CUST0475,CMS/GW-436807/STRIPE/CUST0475,BANK001,CREDIT
TXN0432,2026-02-18,2026-02-19,53552.09,INR,NEFT CR-GW-809270-Cashfree SETTLEMENT-CUST0140,CMS/GW-809270/CASHFREE/CUST0140,BANK002,CREDIT
TXN0433,2026-02-08,2026-02-09,1777.5,INR,NEFT CR-GW-298945-Razorpay SETTLEMENT-CUST0309,CMS/GW-298945/RAZORPAY/CUST0309,BANK003,CREDIT
TXN0434,2026-04-23,2026-04-24,3711.22,INR,NEFT CR-GW-499749-Razorpay SETTLEMENT-CUST0019,CMS/GW-499749/RAZORPAY/CUST0019,BANK003,CREDIT
TXN0435,2026-01-24,2026-01-24,159820.15,INR,NEFT CR-GW-803479-Razorpay SETTLEMENT-CUST0064,CMS/GW-803479/RAZORPAY/CUST0064,BANK001,CREDIT
TXN0436,2026-06-08,2026-06-08,108637.06,INR,NEFT CR-GW-567792-Stripe SETTLEMENT-CUST0194,CMS/GW-567792/STRIPE/CUST0194,BANK002,CREDIT
TXN0437,2026-03-17,2026-03-18,18140.27,INR,NEFT CR-GW-727873-Cashfree SETTLEMENT-CUST0436,CMS/GW-727873/CASHFREE/CUST0436,BANK003,CREDIT
TXN0438,2026-06-24,2026-06-25,29968.76,INR,NEFT CR-GW-270138-Razorpay SETTLEMENT-CUST0442,CMS/GW-270138/RAZORPAY/CUST0442,BANK003,CREDIT
TXN0439,2026-06-23,2026-06-23,9442.28,INR,NEFT CR-GW-631215-Cashfree SETTLEMENT-CUST0426,CMS/GW-631215/CASHFREE/CUST0426,BANK003,CREDIT
TXN0440,2026-01-31,2026-02-01,148860.81,INR,NEFT CR-GW-921864-Razorpay SETTLEMENT-CUST0288,CMS/GW-921864/RAZORPAY/CUST0288,BANK003,CREDIT
TXN0441,2026-02-08,2026-02-09,7248.76,INR,NEFT CR-GW-189525-Razorpay SETTLEMENT-CUST0371,CMS/GW-189525/RAZORPAY/CUST0371,BANK002,CREDIT
TXN0442,2026-05-13,2026-05-13,190318.94,INR,NEFT CR-GW-978785-Stripe SETTLEMENT-CUST0418,CMS/GW-978785/STRIPE/CUST0418,BANK002,CREDIT
TXN0443,2026-04-18,2026-04-18,61230.65,INR,NEFT CR-GW-224973-Stripe SETTLEMENT-CUST0197,CMS/GW-224973/STRIPE/CUST0197,BANK001,CREDIT
TXN0444,2026-06-04,2026-06-05,21943.33,INR,NEFT CR-GW-389577-Razorpay SETTLEMENT-CUST0163,CMS/GW-389577/RAZORPAY/CUST0163,BANK003,CREDIT
