transaction_id,payment_id,bank_reference,normalized_reference,bank_amount,payment_amount,match_status,reason
TXN0383,PAY0383,CMS/GW-714026/CASHFREE/CUST0328,GW-714026,7183.05,7183.05,MATCHED,Bank reference and amount matched payment record.
TXN0384,PAY0384,CMS/GW-980878/RAZORPAY/CUST0375,GW-980878,156092.11,156092.11,MATCHED,Bank reference and amount matched payment record.
TXN0385,PAY0385,CMS/GW-353625/CASHFREE/CUST0115,GW-353625,67699.65,67699.65,MATCHED,Bank reference and amount matched payment record.
TXN0386,PAY0386,CMS/GW-467975/PAYU/CUST0123,GW-467975,1688.98,1688.98,MATCHED,Bank reference and amount matched payment record.
TXN0387,PAY0387,CMS/GW-766613/RAZORPAY/CUST0435,GW-766613,3399.06,3399.06,MATCHED,Bank reference and amount matched payment record.
TXN0388,PAY0388,CMS/GW-543422/CASHFREE/CUST0403,GW-543422,54692.14,54692.14,MATCHED,Bank reference and amount matched payment record.
TXN0389,PAY0389,CMS/GW-618268/PAYU/CUST0051,GW-618268,104212.33,104212.33,MATCHED,Bank reference and amount matched payment record.
TXN0390,PAY0390,CMS/GW-791160/STRIPE/CUST0266,GW-791160,74971.18,74971.18,MATCHED,Bank reference and amount matched payment record.
TXN0391,PAY0155,CMS/GW-887917/RAZORPAY/CUST0284,GW-887917,74391.65,74391.65,DUPLICATE_PAYMENT,Bank reference points to a payment already legitimately associated with another transaction.
TXN0392,PAY0392,CMS/GW-498795/RAZORPAY/CUST0341,GW-498795,15955.75,15955.75,MATCHED,Bank reference and amount matched payment record.
TXN0393,PAY0393,CMS/GW-711616/PAYU/CUST0282,GW-711616,6584.57,6584.57,MATCHED,Bank reference and amount matched payment record.
TXN0394,PAY0394,CMS/GW-233636/RAZORPAY/CUST0378,GW-233636,2708.86,2708.86,MATCHED,Bank reference and amount matched payment record.
TXN0395,PAY0395,CMS/GW-386422/CASHFREE/CUST0371,GW-386422,9152.57,9152.57,MATCHED,Bank reference and amount matched payment record.
TXN0396,PAY0396,CMS/GW-536522/CASHFREE/CUST0328,GW-536522,42334.68,42334.68,MATCHED,Bank reference and amount matched payment record.
TXN0397,PAY0397,CMS/GW-317159/CASHFREE/CUST0048,GW-317159,64079.94,64079.94,MATCHED,Bank reference and amount matched payment record.
TXN0398,PAY0398,CMS/GW-118855/PAYU/CUST0208,GW-118855,3602.53,3602.53,MATCHED,Bank reference and amount matched payment record.
TXN0399,PAY0003,CMS/GW-297863/CASHFREE/CUST0022,GW-297863,41110.22,41110.22,DUPLICATE_PAYMENT,Bank reference points to a payment already legitimately associated with another transaction.
TXN0400,PAY0400,CMS/GW-432236/CASHFREE/CUST0459,GW-432236,182256.25,182256.25,MATCHED,Bank reference and amount matched payment record.
TXN0401,PAY0401,CMS/GW-533054/STRIPE/CUST0425,GW-533054,180857.34,180857.34,MATCHED,Bank reference and amount matched payment record.
TXN0402,PAY0402,CMS/GW-931346/STRIPE/CUST0187,GW-931346,66644.44,66644.44,MATCHED,Bank reference and amount matched payment record.
TXN0403,PAY0403,CMS/GW-516884/STRIPE/CUST0448,GW-516884,119814.69,119814.69,MATCHED,Bank reference and amount matched payment record.
TXN0404,PAY0404,CMS/GW-934213/STRIPE/CUST0061,GW-934213,46730.9,46730.9,MATCHED,Bank reference and amount matched payment record.
TXN0405,PAY0346,CMS/GW-641365/RAZORPAY/CUST0019,GW-641365,23098.14,23098.14,DUPLICATE_PAYMENT,Bank reference points to a payment already legitimately associated with another transaction.
TXN0406,PAY0406,CMS/GW-581071/PAYU/CUST0185,GW-581071,87008.44,87008.44,MATCHED,Bank reference and amount matched payment record.
TXN0407,PAY0046,CMS/GW-890193/CASHFREE/CUST0093,GW-890193,2058.94,2058.94,DUPLICATE_PAYMENT,Bank reference points to a payment already legitimately associated with another transaction.
TXN0408,PAY0408,CMS/GW-649293/CASHFREE/CUST0495,GW-649293,3050.81,3050.81,MATCHED,Bank reference and amount matched payment record.
TXN0409,PAY0409,CMS/GW-244995/PAYU/CUST0398,GW-244995,52723.37,52723.37,MATCHED,Bank reference and amount matched payment record.
TXN0410,PAY0410,CMS/GW-170128/CASHFREE/CUST0230,GW-170128,17208.7,17208.7,MATCHED,Bank reference and amount matched payment record.
TXN0411,PAY0411,CMS/GW-286339/CASHFREE/CUST0179,GW-286339,43749.76,43749.76,MATCHED,Bank reference and amount matched payment record.
TXN0412,PAY0412,CMS/GW-848654/PAYU/CUST0168,GW-848654,3477.75,3477.75,MATCHED,Bank reference and amount matched payment record.
TXN0413,PAY0071,CMS/GW-172888/RAZORPAY/CUST0005,GW-172888,4834.33,4834.33,DUPLICATE_PAYMENT,Bank reference points to a payment already legitimately associated with another transaction.
TXN0414,PAY0414,CMS/GW-751473/PAYU/CUST0248,GW-751473,125864.49,125864.49,MATCHED,Bank reference and amount matched payment record.
TXN0415,PAY0415,CMS/GW-982782/CASHFREE/CUST0245,GW-982782,19979.36,19979.36,MATCHED,Bank reference and amount matched payment record.
TXN0416,PAY0416,CMS/GW-770323/PAYU/CUST0277,GW-770323,57622.43,57622.43,MATCHED,Bank reference and amount matched payment record.
TXN0417,PAY0417,CMS/GW-987587/PAYU/CUST0316,GW-987587,3467.2,3467.2,MATCHED,Bank reference and amount matched payment record.
TXN0418,PAY0418,CMS/GW-408123/CASHFREE/CUST0308,GW-408123,7216.73,7216.73,MATCHED,Bank reference and amount matched payment record.
TXN0419,PAY0419,CMS/GW-570769/PAYU/CUST0056,GW-570769,13552.57,13552.57,MATCHED,Bank reference and amount matched payment record.
TXN0420,PAY0420,CMS/GW-287284/CASHFREE/CUST0447,GW-287284,6957.41,6957.41,MATCHED,Bank reference and amount matched payment record.
TXN0421,PAY0421,CMS/GW-489645/RAZORPAY/CUST0493,GW-489645,6444.26,6444.26,MATCHED,Bank reference and amount matched payment record.
TXN0422,PAY0422,CMS/GW-820247/CASHFREE/CUST0182,GW-820247,17634.39,17634.39,MATCHED,Bank reference and amount matched payment record.
TXN0423,PAY0423,CMS/GW-378169/RAZORPAY/CUST0458,GW-378169,3094.97,3094.97,MATCHED,Bank reference and amount matched payment record.
TXN0424,PAY0424,CMS/GW-659431/PAYU/CUST0344,GW-659431,864.94,864.94,MATCHED,Bank reference and amount matched payment record.
TXN0425,PAY0425,CMS/GW-326813/PAYU/CUST0130,GW-326813,114215.14,114215.14,MATCHED,Bank reference and amount matched payment record.
TXN0426,PAY0426,CMS/GW-408604/STRIPE/CUST0009,GW-408604,20156.36,20156.36,MATCHED,Bank reference and amount matched payment record.
TXN0427,PAY0427,CMS/GW-152148/RAZORPAY/CUST0338,GW-152148,4966.44,4966.44,MATCHED,Bank reference and amount matched payment record.
TXN0428,PAY0428,CMS/GW-248228/CASHFREE/CUST0481,GW-248228,2718.19,2718.19,MATCHED,Bank reference and amount matched payment record.
TXN0429,PAY0429,CMS/GW-514339/CASHFREE/CUST0011,GW-514339,82232.94,82232.94,MATCHED,Bank reference and amount matched payment record.
TXN0430,PAY0430,CMS/GW-689457/CASHFREE/CUST0370,GW-689457,141927.43,141927.43,MATCHED,Bank reference and amount matched payment record.
TXN0431,PAY0431,CMS/GW-436807/STRIPE/CUST0475,GW-436807,81701.35,81701.35,MATCHED,Bank reference and amount matched payment record.
TXN0432,PAY0432,CMS/GW-809270/CASHFREE/CUST0140,GW-809270,53552.09,53552.09,MATCHED,Bank reference and amount matched payment record.
TXN0433,PAY0433,CMS/GW-298945/RAZORPAY/CUST0309,GW-298945,1777.5,1777.5,MATCHED,Bank reference and amount matched payment record.
TXN0434,PAY0434,CMS/GW-499749/RAZORPAY/CUST0019,GW-499749,3711.22,3711.22,MATCHED,Bank reference and amount matched payment record.
TXN0435,PAY0435,CMS/GW-803479/RAZORPAY/CUST0064,GW-803479,159820.15,159820.15,MATCHED,Bank reference and amount matched payment record.
TXN0436,PAY0436,CMS/GW-567792/STRIPE/CUST0194,GW-567792,108637.06,108637.06,MATCHED,Bank reference and amount matched payment record.
TXN0437,PAY0437,CMS/GW-727873/CASHFREE/CUST0436,GW-727873,18140.27,18140.27,MATCHED,Bank reference and amount matched payment record.
TXN0438,PAY0438,CMS/GW-270138/RAZORPAY/CUST0442,GW-270138,29968.76,29968.76,MATCHED,Bank reference and amount matched payment record.
TXN0439,PAY0439,CMS/GW-631215/CASHFREE/CUST0426,GW-631215,9442.28,18884.56,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ.
TXN0440,PAY0440,CMS/GW-921864/RAZORPAY/CUST0288,GW-921864,148860.81,148860.81,MATCHED,Bank reference and amount matched payment record.
TXN0441,PAY0441,CMS/GW-189525/RAZORPAY/CUST0371,GW-189525,7248.76,7248.76,MATCHED,Bank reference and amount matched payment record.
TXN0442,PAY0442,CMS/GW-978785/STRIPE/CUST0418,GW-978785,190318.94,190318.94,MATCHED,Bank reference and amount matched payment record.
TXN0443,PAY0443,CMS/GW-224973/STRIPE/CUST0197,GW-224973,61230.65,61230.65,MATCHED,Bank reference and amount matched payment record.
TXN0444,PAY0444,CMS/GW-389577/RAZORPAY/CUST0163,GW-389577,21943.33,21943.33,MATCHED,Bank reference and amount matched payment record.
TXN0445,PAY0445,CMS/GW-359454/STRIPE/CUST0491,GW-359454,2952.37,2952.37,MATCHED,Bank reference and amount matched payment record.
TXN0446,PAY0446,CMS/GW-931374/RAZORPAY/CUST0445,GW-931374,143699.79,143699.79,MATCHED,Bank reference and amount matched payment record.
TXN0447,PAY0447,CMS/GW-623736/PAYU/CUST0017,GW-623736,10993.7,10993.7,MATCHED,Bank reference and amount matched payment record.
TXN0448,PAY0448,CMS/GW-622189/STRIPE/CUST0329,GW-622189,123024.7,123024.7,MATCHED,Bank reference and amount matched payment record.
TXN0449,PAY0449,CMS/GW-112220/CASHFREE/CUST0421,GW-112220,196882.81,196882.81,MATCHED,Bank reference and amount matched payment record.
TXN0450,PAY0450,CMS/GW-971270/STRIPE/CUST0108,GW-971270,159043.96,159043.96,MATCHED,Bank reference and amount matched payment record.
TXN0451,PAY0451,CMS/GW-444489/PAYU/CUST0446,GW-444489,88034.04,88034.04,MATCHED,Bank reference and amount matched payment record.
TXN0452,PAY0452,CMS/GW-572524/STRIPE/CUST0145,GW-572524,26880.78,26880.78,MATCHED,Bank reference and amount matched payment record.
TXN0453,PAY0453,CMS/GW-755268/PAYU/CUST0125,GW-755268,29018.7,29018.7,MATCHED,Bank reference and amount matched payment record.
TXN0454,PAY0454,CMS/GW-655618/CASHFREE/CUST0012,GW-655618,50113.92,50113.92,MATCHED,Bank reference and amount matched payment record.
TXN0455,PAY0455,CMS/GW-230313/CASHFREE/CUST0425,GW-230313,72296.93,72296.93,MATCHED,Bank reference and amount matched payment record.
TXN0456,PAY0456,CMS/GW-796415/CASHFREE/CUST0340,GW-796415,59872.73,59872.73,MATCHED,Bank reference and amount matched payment record.
TXN0457,PAY0457,CMS/GW-273912/STRIPE/CUST0163,GW-273912,3623.7,3623.7,MATCHED,Bank reference and amount matched payment record.
TXN0458,PAY0458,CMS/GW-139786/PAYU/CUST0437,GW-139786,54190.88,54190.88,MATCHED,Bank reference and amount matched payment record.
TXN0459,PAY0459,CMS/GW-640981/STRIPE/CUST0131,GW-640981,129220.59,129220.59,MATCHED,Bank reference and amount matched payment record.
TXN0460,PAY0460,CMS/GW-218640/CASHFREE/CUST0040,GW-218640,37711.97,37711.97,MATCHED,Bank reference and amount matched payment record.
TXN0461,PAY0461,CMS/GW-598829/RAZORPAY/CUST0144,GW-598829,5181.9,10363.81,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ.
TXN0462,PAY0462,CMS/GW-905015/RAZORPAY/CUST0054,GW-905015,2394.0,2394.0,MATCHED,Bank reference and amount matched payment record.
TXN0463,PAY0463,CMS/GW-213554/CASHFREE/CUST0152,GW-213554,45717.34,45717.34,MATCHED,Bank reference and amount matched payment record.
TXN0464,PAY0464,CMS/GW-913572/STRIPE/CUST0358,GW-913572,1644.39,1644.39,MATCHED,Bank reference and amount matched payment record.
TXN0465,PAY0465,CMS/GW-207138/PAYU/CUST0017,GW-207138,105198.62,105198.62,MATCHED,Bank reference and amount matched payment record.
TXN0466,PAY0466,CMS/GW-233864/CASHFREE/CUST0251,GW-233864,10358.1,10358.1,MATCHED,Bank reference and amount matched payment record.
TXN0467,PAY0467,CMS/GW-529094/STRIPE/CUST0395,GW-529094,41566.52,41566.52,MATCHED,Bank reference and amount matched payment record.
TXN0468,PAY0468,CMS/GW-201916/RAZORPAY/CUST0357,GW-201916,19841.83,19841.83,MATCHED,Bank reference and amount matched payment record.
TXN0469,PAY0469,CMS/GW-947668/RAZORPAY/CUST0426,GW-947668,195177.09,195177.09,MATCHED,Bank reference and amount matched payment record.
TXN0470,PAY0470,CMS/GW-669441/STRIPE/CUST0179,GW-669441,3049.58,3049.58,MATCHED,Bank reference and amount matched payment record.
TXN0471,PAY0471,CMS/GW-185845/PAYU/CUST0144,GW-185845,168530.95,168530.95,MATCHED,Bank reference and amount matched payment record.
TXN0472,PAY0472,CMS/GW-535814/CASHFREE/CUST0100,GW-535814,67066.02,67066.02,MATCHED,Bank reference and amount matched payment record.
TXN0473,PAY0473,CMS/GW-862663/PAYU/CUST0228,GW-862663,2661.61,2661.61,MATCHED,Bank reference and amount matched payment record.
TXN0474,PAY0474,CMS/GW-986287/PAYU/CUST0489,GW-986287,2832.45,2832.45,MATCHED,Bank reference and amount matched payment record.
TXN0475,PAY0475,CMS/GW-314881/STRIPE/CUST0299,GW-314881,13146.41,13146.41,MATCHED,Bank reference and amount matched payment record.
TXN0476,PAY0476,CMS/GW-963390/RAZORPAY/CUST0025,GW-963390,5410.64,5410.64,MATCHED,Bank reference and amount matched payment record.
TXN0477,PAY0477,CMS/GW-258226/CASHFREE/CUST0227,GW-258226,13898.66,13898.66,MATCHED,Bank reference and amount matched payment record.
TXN0478,PAY0478,CMS/GW-849946/CASHFREE/CUST0076,GW-849946,38226.09,38226.09,MATCHED,Bank reference and amount matched payment record.
TXN0479,PAY0479,CMS/GW-989816/STRIPE/CUST0155,GW-989816,22798.81,22798.81,MATCHED,Bank reference and amount matched payment record.
TXN0480,PAY0480,CMS/GW-966787/PAYU/CUST0352,GW-966787,55946.25,55946.25,MATCHED,Bank reference and amount matched payment record.
TXN0481,PAY0174,CMS/GW-391236/RAZORPAY/CUST0460,GW-391236,41642.41,41642.41,DUPLICATE_PAYMENT,Bank reference points to a payment already legitimately associated with another transaction.
TXN0482,PAY0482,CMS/GW-721794/STRIPE/CUST0447,GW-721794,90431.67,90431.67,MATCHED,Bank reference and amount matched payment record.
TXN0483,PAY0483,CMS/GW-964190/PAYU/CUST0278,GW-964190,4494.48,4494.48,MATCHED,Bank reference and amount matched payment record.
TXN0484,PAY0484,CMS/GW-485026/PAYU/CUST0205,GW-485026,38147.49,38147.49,MATCHED,Bank reference and amount matched payment record.
TXN0485,PAY0485,CMS/GW-390302/CASHFREE/CUST0207,GW-390302,20810.73,20810.73,MATCHED,Bank reference and amount matched payment record.
TXN0486,PAY0486,CMS/GW-786682/PAYU/CUST0128,GW-786682,8914.65,8914.65,MATCHED,Bank reference and amount matched payment record.
TXN0487,PAY0487,CMS/GW-568343/RAZORPAY/CUST0140,GW-568343,193974.68,193974.68,MATCHED,Bank reference and amount matched payment record.
TXN0488,PAY0488,CMS/GW-346646/PAYU/CUST0310,GW-346646,1947.81,1947.81,MATCHED,Bank reference and amount matched payment record.
TXN0489,PAY0489,CMS/GW-719475/RAZORPAY/CUST0430,GW-719475,7412.42,7362.42,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ.
TXN0490,PAY0490,CMS/GW-238789/PAYU/CUST0415,GW-238789,1028.66,1028.66,MATCHED,Bank reference and amount matched payment record.
TXN0491,PAY0057,CMS/GW-302713/RAZORPAY/CUST0494,GW-302713,33757.57,33757.57,DUPLICATE_PAYMENT,Bank reference points to a payment already legitimately associated with another transaction.
TXN0492,PAY0492,CMS/GW-939246/PAYU/CUST0190,GW-939246,49323.27,49323.27,MATCHED,Bank reference and amount matched payment record.
TXN0493,PAY0493,CMS/GW-267939/STRIPE/CUST0308,GW-267939,24159.14,24159.14,MATCHED,Bank reference and amount matched payment record.
TXN0494,PAY0255,CMS/GW-235427/STRIPE/CUST0112,GW-235427,3695.83,3695.83,DUPLICATE_PAYMENT,Bank reference points to a payment already legitimately associated with another transaction.
TXN0495,PAY0495,CMS/GW-369021/RAZORPAY/CUST0088,GW-369021,109427.81,109427.81,MATCHED,Bank reference and amount matched payment record.
TXN0496,PAY0496,CMS/GW-916386/CASHFREE/CUST0369,GW-916386,130076.6,130076.6,MATCHED,Bank reference and amount matched payment record.
TXN0497,PAY0497,CMS/GW-163469/CASHFREE/CUST0237,GW-163469,12311.83,12311.83,MATCHED,Bank reference and amount matched payment record.
TXN0498,PAY0498,CMS/GW-352781/CASHFREE/CUST0371,GW-352781,7091.53,7091.53,MATCHED,Bank reference and amount matched payment record.
TXN0499,PAY0499,CMS/GW-649132/PAYU/CUST0145,GW-649132,2997.41,2997.41,MATCHED,Bank reference and amount matched payment record.
TXN0500,PAY0500,CMS/GW-612319/CASHFREE/CUST0307,GW-612319,60358.77,60358.77,MATCHED,Bank reference and amount matched payment record.
