transaction_id,transaction_date,value_date,amount,currency,description,reference,account_id,transaction_type,normalized_reference,normalized_amount,normalized_transaction_date,normalized_description
TXN0191,2026-05-30,2026-05-30,169328.02,INR,NEFT CR-GW-153153-Razorpay SETTLEMENT-CUST0159,CMS/GW-153153/RAZORPAY/CUST0159,BANK001,CREDIT,GW-153153,169328.02,2026-05-30,NEFT CR-GW-153153-RAZORPAY SETTLEMENT-CUST0159
TXN0192,2026-04-08,2026-04-08,2436.35,INR,NEFT CR-GW-244051-Razorpay SETTLEMENT-CUST0330,CMS/GW-244051/RAZORPAY/CUST0330,BANK001,CREDIT,GW-244051,2436.35,2026-04-08,NEFT CR-GW-244051-RAZORPAY SETTLEMENT-CUST0330
TXN0193,2026-01-27,2026-01-27,557.48,INR,NEFT CR-GW-441739-Cashfree SETTLEMENT-CUST0398,CMS/GW-441739/CASHFREE/CUST0398,BANK001,CREDIT,GW-441739,557.48,2026-01-27,NEFT CR-GW-441739-CASHFREE SETTLEMENT-CUST0398
TXN0194,2026-05-28,2026-05-29,55920.8,INR,NEFT CR-GW-409569-PayU SETTLEMENT-CUST0335,CMS/GW-409569/PAYU/CUST0335,BANK002,CREDIT,GW-409569,55920.8,2026-05-28,NEFT CR-GW-409569-PAYU SETTLEMENT-CUST0335
TXN0195,2026-01-21,2026-01-22,12951.73,INR,NEFT CR-GW-477447-PayU SETTLEMENT-CUST0484,CMS/GW-477447/PAYU/CUST0484,BANK001,CREDIT,GW-477447,12951.73,2026-01-21,NEFT CR-GW-477447-PAYU SETTLEMENT-CUST0484
TXN0196,2026-02-22,2026-02-23,2031.72,INR,NEFT CR-GW-112612-PayU SETTLEMENT-CUST0479,CMS/GW-112612/PAYU/CUST0479,BANK001,CREDIT,GW-112612,2031.72,2026-02-22,NEFT CR-GW-112612-PAYU SETTLEMENT-CUST0479
TXN0197,2026-04-27,2026-04-28,676.86,INR,NEFT CR-GW-239292-Razorpay SETTLEMENT-CUST0145,CMS/GW-239292/RAZORPAY/CUST0145,BANK003,CREDIT,GW-239292,676.86,2026-04-27,NEFT CR-GW-239292-RAZORPAY SETTLEMENT-CUST0145
TXN0198,2026-04-29,2026-04-29,39193.26,INR,NEFT CR-GW-944212-Stripe SETTLEMENT-CUST0319,CMS/GW-944212/STRIPE/CUST0319,BANK003,CREDIT,GW-944212,39193.26,2026-04-29,NEFT CR-GW-944212-STRIPE SETTLEMENT-CUST0319
TXN0199,2026-01-24,2026-01-24,2415.41,INR,NEFT CR-GW-588820-Razorpay SETTLEMENT-CUST0133,CMS/GW-588820/RAZORPAY/CUST0133,BANK003,CREDIT,GW-588820,2415.41,2026-01-24,NEFT CR-GW-588820-RAZORPAY SETTLEMENT-CUST0133
TXN0200,2026-01-26,2026-01-27,152141.57,INR,NEFT CR-GW-806142-PayU SETTLEMENT-CUST0175,CMS/GW-806142/PAYU/CUST0175,BANK001,CREDIT,GW-806142,152141.57,2026-01-26,NEFT CR-GW-806142-PAYU SETTLEMENT-CUST0175
TXN0201,2026-03-07,2026-03-08,975.62,INR,NEFT CR-GW-352523-Cashfree SETTLEMENT-CUST0409,CMS/GW-352523/CASHFREE/CUST0409,BANK001,CREDIT,GW-352523,975.62,2026-03-07,NEFT CR-GW-352523-CASHFREE SETTLEMENT-CUST0409
TXN0202,2026-01-21,2026-01-21,176912.83,INR,NEFT CR-GW-820465-Razorpay SETTLEMENT-CUST0139,CMS/GW-820465/RAZORPAY/CUST0139,BANK002,CREDIT,GW-820465,176912.83,2026-01-21,NEFT CR-GW-820465-RAZORPAY SETTLEMENT-CUST0139
TXN0203,2026-03-04,2026-03-04,105512.1,INR,NEFT CR-GW-748334-Cashfree SETTLEMENT-CUST0139,CMS/GW-748334/CASHFREE/CUST0139,BANK001,CREDIT,GW-748334,105512.1,2026-03-04,NEFT CR-GW-748334-CASHFREE SETTLEMENT-CUST0139
TXN0204,2026-02-17,2026-02-18,51121.34,INR,NEFT CR-GW-743470-Stripe SETTLEMENT-CUST0379,CMS/GW-743470/STRIPE/CUST0379,BANK001,CREDIT,GW-743470,51121.34,2026-02-17,NEFT CR-GW-743470-STRIPE SETTLEMENT-CUST0379
TXN0205,2026-04-14,2026-04-14,45149.32,INR,NEFT CR-GW-659150-Razorpay SETTLEMENT-CUST0336,CMS/GW-659150/RAZORPAY/CUST0336,BANK001,CREDIT,GW-659150,45149.32,2026-04-14,NEFT CR-GW-659150-RAZORPAY SETTLEMENT-CUST0336
TXN0206,2026-02-17,2026-02-18,4159.68,INR,NEFT CR-GW-895467-Razorpay SETTLEMENT-CUST0318,CMS/GW-895467/RAZORPAY/CUST0318,BANK003,CREDIT,GW-895467,4159.68,2026-02-17,NEFT CR-GW-895467-RAZORPAY SETTLEMENT-CUST0318
TXN0207,2026-06-05,2026-06-06,9384.65,INR,NEFT CR-GW-307221-Cashfree SETTLEMENT-CUST0319,CMS/GW-307221/CASHFREE/CUST0319,BANK002,CREDIT,GW-307221,9384.65,2026-06-05,NEFT CR-GW-307221-CASHFREE SETTLEMENT-CUST0319
TXN0208,2026-01-21,2026-01-22,44752.65,INR,NEFT CR-GW-184288-Stripe SETTLEMENT-CUST0155,CMS/GW-184288/STRIPE/CUST0155,BANK003,CREDIT,GW-184288,44752.65,2026-01-21,NEFT CR-GW-184288-STRIPE SETTLEMENT-CUST0155
TXN0209,2026-04-21,2026-04-21,52001.56,INR,NEFT CR-GW-911703-Cashfree SETTLEMENT-CUST0091,CMS/GW-911703/CASHFREE/CUST0091,BANK003,CREDIT,GW-911703,52001.56,2026-04-21,NEFT CR-GW-911703-CASHFREE SETTLEMENT-CUST0091
TXN0210,2026-04-12,2026-04-13,107037.54,INR,NEFT CR-GW-624831-Razorpay SETTLEMENT-CUST0081,CMS/GW-624831/RAZORPAY/CUST0081,BANK003,CREDIT,GW-624831,107037.54,2026-04-12,NEFT CR-GW-624831-RAZORPAY SETTLEMENT-CUST0081
TXN0211,2026-04-26,2026-04-27,5587.29,INR,NEFT CR-GW-921042-Stripe SETTLEMENT-CUST0355,CMS/GW-921042/STRIPE/CUST0355,BANK002,CREDIT,GW-921042,5587.29,2026-04-26,NEFT CR-GW-921042-STRIPE SETTLEMENT-CUST0355
TXN0212,2026-01-03,2026-01-04,1667.35,INR,NEFT CR-GW-219938-Razorpay SETTLEMENT-CUST0167,CMS/GW-219938/RAZORPAY/CUST0167,BANK001,CREDIT,GW-219938,1667.35,2026-01-03,NEFT CR-GW-219938-RAZORPAY SETTLEMENT-CUST0167
TXN0213,2026-01-29,2026-01-29,20671.38,INR,NEFT CR-GW-316552-Stripe SETTLEMENT-CUST0353,CMS/GW-316552/STRIPE/CUST0353,BANK002,CREDIT,GW-316552,20671.38,2026-01-29,NEFT CR-GW-316552-STRIPE SETTLEMENT-CUST0353
TXN0214,2026-05-13,2026-05-13,6641.4,INR,NEFT CR-GW-715958-PayU SETTLEMENT-CUST0154,CMS/GW-715958/PAYU/CUST0154,BANK002,CREDIT,GW-715958,6641.4,2026-05-13,NEFT CR-GW-715958-PAYU SETTLEMENT-CUST0154
TXN0215,2026-09-01,2026-09-01,1955.29,INR,NEFT CR-GW-443399-PayU SETTLEMENT-CUST0450,CMS/GW-443399/PAYU/CUST0450,BANK002,CREDIT,GW-443399,1955.29,2026-09-01,NEFT CR-GW-443399-PAYU SETTLEMENT-CUST0450
TXN0216,2026-03-04,2026-03-04,57042.08,INR,NEFT CR-GW-427672-Cashfree SETTLEMENT-CUST0129,CMS/GW-427672/CASHFREE/CUST0129,BANK001,CREDIT,GW-427672,57042.08,2026-03-04,NEFT CR-GW-427672-CASHFREE SETTLEMENT-CUST0129
TXN0217,2026-04-25,2026-04-25,115503.4,INR,NEFT CR-GW-980338-Cashfree SETTLEMENT-CUST0228,CMS/GW-980338/CASHFREE/CUST0228,BANK002,CREDIT,GW-980338,115503.4,2026-04-25,NEFT CR-GW-980338-CASHFREE SETTLEMENT-CUST0228
TXN0218,2026-04-19,2026-04-20,29654.74,INR,NEFT CR-GW-926796-Razorpay SETTLEMENT-CUST0027,CMS/GW-926796/RAZORPAY/CUST0027,BANK001,CREDIT,GW-926796,29654.74,2026-04-19,NEFT CR-GW-926796-RAZORPAY SETTLEMENT-CUST0027
TXN0219,2026-04-13,2026-04-14,13609.14,INR,NEFT CR-GW-213234-Razorpay SETTLEMENT-CUST0479,CMS/GW-213234/RAZORPAY/CUST0479,BANK003,CREDIT,GW-213234,13609.14,2026-04-13,NEFT CR-GW-213234-RAZORPAY SETTLEMENT-CUST0479
TXN0220,2026-06-04,2026-06-05,15777.92,INR,NEFT CR-GW-942647-Razorpay SETTLEMENT-CUST0296,CMS/GW-942647/RAZORPAY/CUST0296,BANK001,CREDIT,GW-942647,15777.92,2026-06-04,NEFT CR-GW-942647-RAZORPAY SETTLEMENT-CUST0296
TXN0221,2026-06-29,2026-06-29,199589.19,INR,NEFT CR-GW-111336-PayU SETTLEMENT-CUST0304,CMS/GW-111336/PAYU/CUST0304,BANK001,CREDIT,GW-111336,199589.19,2026-06-29,NEFT CR-GW-111336-PAYU SETTLEMENT-CUST0304
TXN0222,2026-05-25,2026-05-25,32235.72,INR,NEFT CR-GW-877455-Razorpay SETTLEMENT-CUST0106,CMS/GW-877455/RAZORPAY/CUST0106,BANK002,CREDIT,GW-877455,32235.72,2026-05-25,NEFT CR-GW-877455-RAZORPAY SETTLEMENT-CUST0106
TXN0223,2026-03-13,2026-03-14,146872.62,INR,NEFT CR-GW-884242-Cashfree SETTLEMENT-CUST0330,CMS/GW-884242/CASHFREE/CUST0330,BANK003,CREDIT,GW-884242,146872.62,2026-03-13,NEFT CR-GW-884242-CASHFREE SETTLEMENT-CUST0330
TXN0224,2026-01-20,2026-01-20,52401.19,INR,NEFT CR-GW-467536-Cashfree SETTLEMENT-CUST0462,CMS/GW-467536/CASHFREE/CUST0462,BANK002,CREDIT,GW-467536,52401.19,2026-01-20,NEFT CR-GW-467536-CASHFREE SETTLEMENT-CUST0462
TXN0225,2026-04-15,2026-04-15,45896.26,INR,NEFT CR-GW-128414-Razorpay SETTLEMENT-CUST0245,CMS/GW-128414/RAZORPAY/CUST0245,BANK003,CREDIT,GW-128414,45896.26,2026-04-15,NEFT CR-GW-128414-RAZORPAY SETTLEMENT-CUST0245
TXN0226,2026-01-26,2026-01-26,37762.63,INR,NEFT CR-GW-367016-Cashfree SETTLEMENT-CUST0369,CMS/GW-367016/CASHFREE/CUST0369,BANK003,CREDIT,GW-367016,37762.63,2026-01-26,NEFT CR-GW-367016-CASHFREE SETTLEMENT-CUST0369
TXN0227,2026-01-11,2026-01-11,182548.34,INR,NEFT CR-GW-610193-PayU SETTLEMENT-CUST0114,CMS/GW-610193/PAYU/CUST0114,BANK001,CREDIT,GW-610193,182548.34,2026-01-11,NEFT CR-GW-610193-PAYU SETTLEMENT-CUST0114
TXN0228,2026-06-28,2026-06-29,4879.34,INR,NEFT CR-GW-498252-PayU SETTLEMENT-CUST0334,CMS/GW-498252/PAYU/CUST0334,BANK001,CREDIT,GW-498252,4879.34,2026-06-28,NEFT CR-GW-498252-PAYU SETTLEMENT-CUST0334
TXN0229,2026-04-02,2026-04-03,20254.4,INR,NEFT CR-GW-718034-PayU SETTLEMENT-CUST0161,CMS/GW-718034/PAYU/CUST0161,BANK003,CREDIT,GW-718034,20254.4,2026-04-02,NEFT CR-GW-718034-PAYU SETTLEMENT-CUST0161
TXN0230,2026-04-19,2026-04-20,116108.08,INR,NEFT CR-GW-887623-Razorpay SETTLEMENT-CUST0273,CMS/GW-887623/RAZORPAY/CUST0273,BANK001,CREDIT,GW-887623,116108.08,2026-04-19,NEFT CR-GW-887623-RAZORPAY SETTLEMENT-CUST0273
TXN0231,2026-02-04,2026-02-04,58488.81,INR,NEFT CR-GW-191283-PayU SETTLEMENT-CUST0074,CMS/GW-191283/PAYU/CUST0074,BANK002,CREDIT,GW-191283,58488.81,2026-02-04,NEFT CR-GW-191283-PAYU SETTLEMENT-CUST0074
TXN0232,2026-05-30,2026-05-31,59317.15,INR,NEFT CR-GW-416984-Razorpay SETTLEMENT-CUST0404,CMS/GW-416984/RAZORPAY/CUST0404,BANK001,CREDIT,GW-416984,59317.15,2026-05-30,NEFT CR-GW-416984-RAZORPAY SETTLEMENT-CUST0404
TXN0233,2026-03-05,2026-03-06,166809.11,INR,NEFT CR-GW-273028-PayU SETTLEMENT-CUST0129,CMS/GW-273028/PAYU/CUST0129,BANK003,CREDIT,GW-273028,166809.11,2026-03-05,NEFT CR-GW-273028-PAYU SETTLEMENT-CUST0129
TXN0234,2026-01-17,2026-01-18,161533.75,INR,NEFT CR-GW-586453-Razorpay SETTLEMENT-CUST0287,CMS/GW-586453/RAZORPAY/CUST0287,BANK002,CREDIT,GW-586453,161533.75,2026-01-17,NEFT CR-GW-586453-RAZORPAY SETTLEMENT-CUST0287
TXN0235,2026-03-07,2026-03-07,124445.06,INR,NEFT CR-GW-900307-Razorpay SETTLEMENT-CUST0199,CMS/GW-900307/RAZORPAY/CUST0199,BANK002,CREDIT,GW-900307,124445.06,2026-03-07,NEFT CR-GW-900307-RAZORPAY SETTLEMENT-CUST0199
TXN0236,2026-06-08,2026-06-09,6106.33,INR,NEFT CR-GW-671979-Stripe SETTLEMENT-CUST0164,CMS/GW-671979/STRIPE/CUST0164,BANK002,CREDIT,GW-671979,6106.33,2026-06-08,NEFT CR-GW-671979-STRIPE SETTLEMENT-CUST0164
TXN0237,2026-05-22,2026-05-22,13512.68,INR,NEFT CR-GW-292384-PayU SETTLEMENT-CUST0454,CMS/GW-292384/PAYU/CUST0454,BANK002,CREDIT,GW-292384,13512.68,2026-05-22,NEFT CR-GW-292384-PAYU SETTLEMENT-CUST0454
TXN0238,2026-02-14,2026-02-15,4824.05,INR,NEFT CR-GW-738748-Stripe SETTLEMENT-CUST0217,CMS/GW-738748/STRIPE/CUST0217,BANK002,CREDIT,GW-738748,4824.05,2026-02-14,NEFT CR-GW-738748-STRIPE SETTLEMENT-CUST0217
TXN0239,2026-04-09,2026-04-10,8326.88,INR,NEFT CR-GW-624635-Cashfree SETTLEMENT-CUST0269,CMS/GW-624635/CASHFREE/CUST0269,BANK003,CREDIT,GW-624635,8326.88,2026-04-09,NEFT CR-GW-624635-CASHFREE SETTLEMENT-CUST0269
TXN0240,2026-02-11,2026-02-12,2203.68,INR,NEFT CR-GW-789485-Razorpay SETTLEMENT-CUST0355,CMS/GW-789485/RAZORPAY/CUST0355,BANK003,CREDIT,GW-789485,2203.68,2026-02-11,NEFT CR-GW-789485-RAZORPAY SETTLEMENT-CUST0355
TXN0241,2026-02-28,2026-02-28,3474.03,INR,NEFT CR-GW-251626-Cashfree SETTLEMENT-CUST0366,CMS/GW-251626/CASHFREE/CUST0366,BANK003,CREDIT,GW-251626,3474.03,2026-02-28,NEFT CR-GW-251626-CASHFREE SETTLEMENT-CUST0366
TXN0242,2026-04-19,2026-04-19,41156.39,INR,NEFT CR-GW-113122-Razorpay SETTLEMENT-CUST0277,CMS/GW-113122/RAZORPAY/CUST0277,BANK002,CREDIT,GW-113122,41156.39,2026-04-19,NEFT CR-GW-113122-RAZORPAY SETTLEMENT-CUST0277
TXN0243,2026-05-12,2026-05-12,48028.94,INR,NEFT CR-GW-245435-Stripe SETTLEMENT-CUST0040,CMS/GW-245435/STRIPE/CUST0040,BANK001,CREDIT,GW-245435,48028.94,2026-05-12,NEFT CR-GW-245435-STRIPE SETTLEMENT-CUST0040
TXN0244,2026-06-26,2026-06-27,12051.05,INR,NEFT CR-GW-485285-Cashfree SETTLEMENT-CUST0287,CMS/GW-485285/CASHFREE/CUST0287,BANK001,CREDIT,GW-485285,12051.05,2026-06-26,NEFT CR-GW-485285-CASHFREE SETTLEMENT-CUST0287
TXN0245,2026-03-26,2026-03-27,29743.06,INR,NEFT CR-GW-961913-Stripe SETTLEMENT-CUST0279,CMS/GW-961913/STRIPE/CUST0279,BANK002,CREDIT,GW-961913,29743.06,2026-03-26,NEFT CR-GW-961913-STRIPE SETTLEMENT-CUST0279
TXN0246,2026-02-07,2026-02-07,185650.17,INR,NEFT CR-GW-486017-Stripe SETTLEMENT-CUST0478,CMS/GW-486017/STRIPE/CUST0478,BANK001,CREDIT,GW-486017,185650.17,2026-02-07,NEFT CR-GW-486017-STRIPE SETTLEMENT-CUST0478
TXN0247,2026-02-24,2026-02-24,23747.55,INR,NEFT CR-GW-986781-Razorpay SETTLEMENT-CUST0227,CMS/GW-986781/RAZORPAY/CUST0227,BANK002,CREDIT,GW-986781,23747.55,2026-02-24,NEFT CR-GW-986781-RAZORPAY SETTLEMENT-CUST0227
TXN0248,2026-01-27,2026-01-28,28855.4,INR,NEFT CR-GW-623308-Razorpay SETTLEMENT-CUST0050,CMS/GW-623308/RAZORPAY/CUST0050,BANK002,CREDIT,GW-623308,28855.4,2026-01-27,NEFT CR-GW-623308-RAZORPAY SETTLEMENT-CUST0050
TXN0249,2026-06-22,2026-06-23,30103.71,INR,NEFT CR-GW-474474-PayU SETTLEMENT-CUST0361,CMS/GW-474474/PAYU/CUST0361,BANK002,CREDIT,GW-474474,30103.71,2026-06-22,NEFT CR-GW-474474-PAYU SETTLEMENT-CUST0361
TXN0250,2026-03-12,2026-03-13,150144.42,INR,NEFT CR-GW-670372-Stripe SETTLEMENT-CUST0278,CMS/GW-670372/STRIPE/CUST0278,BANK002,CREDIT,GW-670372,150144.42,2026-03-12,NEFT CR-GW-670372-STRIPE SETTLEMENT-CUST0278
TXN0251,2026-01-19,2026-01-19,41724.73,INR,NEFT CR-GW-488654-Razorpay SETTLEMENT-CUST0348,CMS/GW-488654/RAZORPAY/CUST0348,BANK003,CREDIT,GW-488654,41724.73,2026-01-19,NEFT CR-GW-488654-RAZORPAY SETTLEMENT-CUST0348
TXN0252,2026-05-09,2026-05-10,138627.89,INR,NEFT CR-GW-226703-PayU SETTLEMENT-CUST0309,CMS/GW-226703/PAYU/CUST0309,BANK002,CREDIT,GW-226703,138627.89,2026-05-09,NEFT CR-GW-226703-PAYU SETTLEMENT-CUST0309
TXN0253,2026-05-02,2026-05-03,18641.32,INR,NEFT CR-GW-982245-Stripe SETTLEMENT-CUST0091,CMS/GW-982245/STRIPE/CUST0091,BANK003,CREDIT,GW-982245,18641.32,2026-05-02,NEFT CR-GW-982245-STRIPE SETTLEMENT-CUST0091
TXN0254,2026-05-23,2026-05-24,15489.47,INR,NEFT CR-GW-352253-Cashfree SETTLEMENT-CUST0357,CMS/GW-352253/CASHFREE/CUST0357,BANK002,CREDIT,GW-352253,15489.47,2026-05-23,NEFT CR-GW-352253-CASHFREE SETTLEMENT-CUST0357
TXN0255,2026-02-02,2026-02-03,3695.83,INR,NEFT CR-GW-235427-Stripe SETTLEMENT-CUST0112,CMS/GW-235427/STRIPE/CUST0112,BANK002,CREDIT,GW-235427,3695.83,2026-02-02,NEFT CR-GW-235427-STRIPE SETTLEMENT-CUST0112
TXN0256,2026-04-17,2026-04-18,63575.63,INR,NEFT CR-GW-240101-Cashfree SETTLEMENT-CUST0176,CMS/GW-240101/CASHFREE/CUST0176,BANK001,CREDIT,GW-240101,63575.63,2026-04-17,NEFT CR-GW-240101-CASHFREE SETTLEMENT-CUST0176
TXN0257,2026-03-02,2026-03-03,23889.55,INR,NEFT CR-GW-563019-Razorpay SETTLEMENT-CUST0035,CMS/GW-563019/RAZORPAY/CUST0035,BANK002,CREDIT,GW-563019,23889.55,2026-03-02,NEFT CR-GW-563019-RAZORPAY SETTLEMENT-CUST0035
TXN0258,2026-04-20,2026-04-20,20116.5,INR,NEFT CR-GW-493557-Cashfree SETTLEMENT-CUST0357,CMS/GW-493557/CASHFREE/CUST0357,BANK003,CREDIT,GW-493557,20116.5,2026-04-20,NEFT CR-GW-493557-CASHFREE SETTLEMENT-CUST0357
TXN0259,2026-08-30,2026-08-31,3150.05,INR,NEFT CR-GW-492806-Razorpay SETTLEMENT-CUST0092,CMS/GW-492806/RAZORPAY/CUST0092,BANK003,CREDIT,GW-492806,3150.05,2026-08-30,NEFT CR-GW-492806-RAZORPAY SETTLEMENT-CUST0092
TXN0260,2026-04-13,2026-04-13,24387.94,INR,NEFT CR-GW-429397-PayU SETTLEMENT-CUST0373,CMS/GW-429397/PAYU/CUST0373,BANK001,CREDIT,GW-429397,24387.94,2026-04-13,NEFT CR-GW-429397-PAYU SETTLEMENT-CUST0373
TXN0261,2026-02-21,2026-02-22,137122.77,INR,NEFT CR-GW-594350-Razorpay SETTLEMENT-CUST0024,CMS/GW-594350/RAZORPAY/CUST0024,BANK001,CREDIT,GW-594350,137122.77,2026-02-21,NEFT CR-GW-594350-RAZORPAY SETTLEMENT-CUST0024
TXN0262,2026-02-23,2026-02-23,21919.58,INR,NEFT CR-GW-256606-Razorpay SETTLEMENT-CUST0264,CMS/GW-256606/RAZORPAY/CUST0264,BANK001,CREDIT,GW-256606,21919.58,2026-02-23,NEFT CR-GW-256606-RAZORPAY SETTLEMENT-CUST0264
TXN0263,2026-01-06,2026-01-07,47329.15,INR,NEFT CR-GW-161726-Cashfree SETTLEMENT-CUST0139,CMS/GW-161726/CASHFREE/CUST0139,BANK002,CREDIT,GW-161726,47329.15,2026-01-06,NEFT CR-GW-161726-CASHFREE SETTLEMENT-CUST0139
TXN0264,2026-04-23,2026-04-23,27486.24,INR,NEFT CR-GW-551335-Cashfree SETTLEMENT-CUST0235,CMS/GW-551335/CASHFREE/CUST0235,BANK001,CREDIT,GW-551335,27486.24,2026-04-23,NEFT CR-GW-551335-CASHFREE SETTLEMENT-CUST0235
TXN0265,2026-03-25,2026-03-26,24771.31,INR,NEFT CR-GW-883075-Stripe SETTLEMENT-CUST0242,CMS/GW-883075/STRIPE/CUST0242,BANK002,CREDIT,GW-883075,24771.31,2026-03-25,NEFT CR-GW-883075-STRIPE SETTLEMENT-CUST0242
TXN0266,2026-05-05,2026-05-06,34558.83,INR,NEFT CR-GW-642377-Stripe SETTLEMENT-CUST0105,CMS/GW-642377/STRIPE/CUST0105,BANK003,CREDIT,GW-642377,34558.83,2026-05-05,NEFT CR-GW-642377-STRIPE SETTLEMENT-CUST0105
TXN0267,2026-02-25,2026-02-25,98275.53,INR,NEFT CR-GW-970806-Cashfree SETTLEMENT-CUST0007,CMS/GW-970806/CASHFREE/CUST0007,BANK003,CREDIT,GW-970806,98275.53,2026-02-25,NEFT CR-GW-970806-CASHFREE SETTLEMENT-CUST0007
TXN0268,2026-05-23,2026-05-24,194180.18,INR,NEFT CR-GW-145871-Stripe SETTLEMENT-CUST0489,CMS/GW-145871/STRIPE/CUST0489,BANK001,CREDIT,GW-145871,194180.18,2026-05-23,NEFT CR-GW-145871-STRIPE SETTLEMENT-CUST0489
TXN0269,2026-06-27,2026-06-27,122271.01,INR,NEFT CR-GW-639293-Stripe SETTLEMENT-CUST0100,CMS/GW-639293/STRIPE/CUST0100,BANK003,CREDIT,GW-639293,122271.01,2026-06-27,NEFT CR-GW-639293-STRIPE SETTLEMENT-CUST0100
TXN0270,2026-06-28,2026-06-29,72199.66,INR,NEFT CR-GW-688090-Razorpay SETTLEMENT-CUST0480,CMS/GW-688090/RAZORPAY/CUST0480,BANK001,CREDIT,GW-688090,72199.66,2026-06-28,NEFT CR-GW-688090-RAZORPAY SETTLEMENT-CUST0480
TXN0271,2026-01-26,2026-01-27,38099.72,INR,NEFT CR-GW-212015-Stripe SETTLEMENT-CUST0064,CMS/GW-212015/STRIPE/CUST0064,BANK002,CREDIT,GW-212015,38099.72,2026-01-26,NEFT CR-GW-212015-STRIPE SETTLEMENT-CUST0064
TXN0272,2026-05-10,2026-05-11,49091.55,INR,NEFT CR-GW-690649-PayU SETTLEMENT-CUST0119,CMS/GW-690649/PAYU/CUST0119,BANK002,CREDIT,GW-690649,49091.55,2026-05-10,NEFT CR-GW-690649-PAYU SETTLEMENT-CUST0119
TXN0273,2026-01-19,2026-01-20,4008.44,INR,NEFT CR-GW-469270-PayU SETTLEMENT-CUST0377,CMS/GW-469270/PAYU/CUST0377,BANK003,CREDIT,GW-469270,4008.44,2026-01-19,NEFT CR-GW-469270-PAYU SETTLEMENT-CUST0377
TXN0274,2026-03-09,2026-03-10,54760.9,INR,NEFT CR-GW-700145-Stripe SETTLEMENT-CUST0312,CMS/GW-700145/STRIPE/CUST0312,BANK003,CREDIT,GW-700145,54760.9,2026-03-09,NEFT CR-GW-700145-STRIPE SETTLEMENT-CUST0312
TXN0275,2026-02-05,2026-02-05,8051.17,INR,NEFT CR-GW-998673-PayU SETTLEMENT-CUST0242,CMS/GW-998673/PAYU/CUST0242,BANK003,CREDIT,GW-998673,8051.17,2026-02-05,NEFT CR-GW-998673-PAYU SETTLEMENT-CUST0242
TXN0276,2026-02-19,2026-02-19,9781.68,INR,NEFT CR-GW-977621-PayU SETTLEMENT-CUST0038,CMS/GW-977621/PAYU/CUST0038,BANK003,CREDIT,GW-977621,9781.68,2026-02-19,NEFT CR-GW-977621-PAYU SETTLEMENT-CUST0038
TXN0277,2026-05-26,2026-05-26,87502.05,INR,NEFT CR-GW-592537-Razorpay SETTLEMENT-CUST0435,CMS/GW-592537/RAZORPAY/CUST0435,BANK003,CREDIT,GW-592537,87502.05,2026-05-26,NEFT CR-GW-592537-RAZORPAY SETTLEMENT-CUST0435
TXN0278,2026-03-23,2026-03-23,70645.64,INR,NEFT CR-GW-781570-Razorpay SETTLEMENT-CUST0496,CMS/GW-781570/RAZORPAY/CUST0496,BANK003,CREDIT,GW-781570,70645.64,2026-03-23,NEFT CR-GW-781570-RAZORPAY SETTLEMENT-CUST0496
TXN0279,2026-06-11,2026-06-12,14317.3,INR,NEFT CR-GW-553405-Razorpay SETTLEMENT-CUST0282,CMS/GW-553405/RAZORPAY/CUST0282,BANK003,CREDIT,GW-553405,14317.3,2026-06-11,NEFT CR-GW-553405-RAZORPAY SETTLEMENT-CUST0282
TXN0280,2026-05-01,2026-05-02,4017.37,INR,NEFT CR-GW-439293-Stripe SETTLEMENT-CUST0462,CMS/GW-439293/STRIPE/CUST0462,BANK003,CREDIT,GW-439293,4017.37,2026-05-01,NEFT CR-GW-439293-STRIPE SETTLEMENT-CUST0462
TXN0281,2026-02-10,2026-02-10,67793.09,INR,NEFT CR-GW-374761-Cashfree SETTLEMENT-CUST0189,CMS/GW-374761/CASHFREE/CUST0189,BANK001,CREDIT,GW-374761,67793.09,2026-02-10,NEFT CR-GW-374761-CASHFREE SETTLEMENT-CUST0189
TXN0282,2026-01-09,2026-01-10,1597.25,INR,NEFT CR-GW-510979-Cashfree SETTLEMENT-CUST0491,CMS/GW-510979/CASHFREE/CUST0491,BANK002,CREDIT,GW-510979,1597.25,2026-01-09,NEFT CR-GW-510979-CASHFREE SETTLEMENT-CUST0491
TXN0283,2026-01-12,2026-01-12,3201.68,INR,NEFT CR-GW-756391-Razorpay SETTLEMENT-CUST0222,CMS/GW-756391/RAZORPAY/CUST0222,BANK002,CREDIT,GW-756391,3201.68,2026-01-12,NEFT CR-GW-756391-RAZORPAY SETTLEMENT-CUST0222
TXN0284,2026-05-14,2026-05-15,65102.69,INR,NEFT CR-GW-989404-PayU SETTLEMENT-CUST0385,CMS/GW-989404/PAYU/CUST0385,BANK003,CREDIT,GW-989404,65102.69,2026-05-14,NEFT CR-GW-989404-PAYU SETTLEMENT-CUST0385
TXN0285,2026-06-10,2026-06-11,18449.01,INR,NEFT CR-GW-999555-Razorpay SETTLEMENT-CUST0190,CMS/GW-999555/RAZORPAY/CUST0190,BANK003,CREDIT,GW-999555,18449.01,2026-06-10,NEFT CR-GW-999555-RAZORPAY SETTLEMENT-CUST0190
