payment_id,invoice_id,customer_id,payment_date,amount,currency,gateway,gateway_reference,payment_method,payment_status,normalized_reference,normalized_amount,normalized_payment_date
PAY0380,INV0380,CUST0247,2026-07-01,40949.69,INR,Stripe,GW-DUP-0374,Card,SUCCESS,GW-DUP-0374,40949.69,2026-07-01
PAY0381,INV0381,CUST0175,2026-02-25,105148.2,INR,Stripe,GW-450518,Card,SUCCESS,GW-450518,105148.2,2026-02-25
PAY0382,INV0382,CUST0493,2026-06-30,6971.68,INR,Stripe,GW-988347,Wallet,SUCCESS,GW-988347,6971.68,2026-06-30
PAY0383,INV0383,CUST0328,2026-01-28,7183.05,INR,Cashfree,GW-714026,UPI,SUCCESS,GW-714026,7183.05,2026-01-28
PAY0384,INV0384,CUST0375,2026-06-03,156092.11,INR,Razorpay,GW-980878,UPI,SUCCESS,GW-980878,156092.11,2026-06-03
PAY0385,INV0385,CUST0115,2026-06-28,67699.65,INR,Cashfree,GW-353625,Wallet,SUCCESS,GW-353625,67699.65,2026-06-28
PAY0386,INV0386,CUST0123,2026-01-25,1688.98,INR,PayU,GW-467975,NetBanking,SUCCESS,GW-467975,1688.98,2026-01-25
PAY0387,INV0387,CUST0435,2026-05-03,3399.06,INR,Razorpay,GW-766613,Wallet,SUCCESS,GW-766613,3399.06,2026-05-03
PAY0388,INV0388,CUST0403,2026-06-17,54692.14,INR,Cashfree,GW-543422,UPI,SUCCESS,GW-543422,54692.14,2026-06-17
PAY0389,INV0389,CUST0051,2026-02-26,104212.33,INR,PayU,GW-618268,UPI,SUCCESS,GW-618268,104212.33,2026-02-26
PAY0390,INV0390,CUST0266,2026-06-30,74971.18,INR,Stripe,GW-791160,Card,SUCCESS,GW-791160,74971.18,2026-06-30
PAY0391,INV0391,CUST0072,2026-04-25,1032.54,INR,Stripe,GW-DUP-0387,Wallet,SUCCESS,GW-DUP-0387,1032.54,2026-04-25
PAY0392,INV0392,CUST0341,2026-04-05,15955.75,INR,Razorpay,GW-498795,NetBanking,SUCCESS,GW-498795,15955.75,2026-04-05
PAY0393,INV0393,CUST0282,2026-05-16,6584.57,INR,PayU,GW-711616,Card,SUCCESS,GW-711616,6584.57,2026-05-16
PAY0394,INV0394,CUST0378,2026-03-07,2708.86,INR,Razorpay,GW-233636,Card,FAILED,GW-233636,2708.86,2026-03-07
PAY0395,INV0395,CUST0371,2026-02-21,9152.57,INR,Cashfree,GW-386422,NetBanking,SUCCESS,GW-386422,9152.57,2026-02-21
PAY0396,INV0396,CUST0328,2026-06-07,42334.68,INR,Cashfree,GW-536522,Wallet,FAILED,GW-536522,42334.68,2026-06-07
PAY0397,INV0397,CUST0048,2026-04-05,64079.94,INR,Cashfree,GW-317159,Card,SUCCESS,GW-317159,64079.94,2026-04-05
PAY0398,INV0398,CUST0208,2026-03-13,3602.53,INR,PayU,GW-118855,UPI,SUCCESS,GW-118855,3602.53,2026-03-13
PAY0399,INV0399,CUST0157,2026-01-27,77581.54,INR,PayU,GW-DUP-0392,UPI,SUCCESS,GW-DUP-0392,77581.54,2026-01-27
PAY0400,INV0400,CUST0459,2026-06-29,182256.25,INR,Cashfree,GW-432236,Card,SUCCESS,GW-432236,182256.25,2026-06-29
PAY0401,INV0401,CUST0425,2026-05-31,180857.34,INR,Stripe,GW-533054,NetBanking,SUCCESS,GW-533054,180857.34,2026-05-31
PAY0402,INV0402,CUST0187,2026-02-15,66644.44,INR,Stripe,GW-931346,NetBanking,SUCCESS,GW-931346,66644.44,2026-02-15
PAY0403,INV0403,CUST0448,2026-03-21,119814.69,INR,Stripe,GW-516884,Wallet,FAILED,GW-516884,119814.69,2026-03-21
PAY0404,INV0404,CUST0061,2026-05-23,46730.9,INR,Stripe,GW-934213,Card,SUCCESS,GW-934213,46730.9,2026-05-23
PAY0405,INV0405,CUST0072,2026-01-05,126867.81,INR,Stripe,GW-DUP-0396,UPI,SUCCESS,GW-DUP-0396,126867.81,2026-01-05
PAY0406,INV0406,CUST0185,2026-06-05,87008.44,INR,PayU,GW-581071,NetBanking,SUCCESS,GW-581071,87008.44,2026-06-05
PAY0407,INV0407,CUST0237,2026-01-27,4101.3,INR,Razorpay,GW-DUP-0406,UPI,SUCCESS,GW-DUP-0406,4101.3,2026-01-27
PAY0408,INV0408,CUST0495,2026-02-12,3050.81,INR,Cashfree,GW-649293,Card,SUCCESS,GW-649293,3050.81,2026-02-12
PAY0409,INV0409,CUST0398,2026-02-06,52723.37,INR,PayU,GW-244995,NetBanking,SUCCESS,GW-244995,52723.37,2026-02-06
PAY0410,INV0410,CUST0230,2026-02-17,17208.7,INR,Cashfree,GW-170128,Card,SUCCESS,GW-170128,17208.7,2026-02-17
PAY0411,INV0411,CUST0179,2026-03-14,43749.76,INR,Cashfree,GW-286339,NetBanking,SUCCESS,GW-286339,43749.76,2026-03-14
PAY0412,INV0412,CUST0168,2026-02-14,3477.75,INR,PayU,GW-848654,Wallet,SUCCESS,GW-848654,3477.75,2026-02-14
PAY0413,INV0413,CUST0229,2026-05-22,164256.73,INR,PayU,GW-DUP-0405,UPI,SUCCESS,GW-DUP-0405,164256.73,2026-05-22
PAY0414,INV0414,CUST0248,2026-02-16,125864.49,INR,PayU,GW-751473,Card,FAILED,GW-751473,125864.49,2026-02-16
PAY0415,INV0415,CUST0245,2026-01-18,19979.36,INR,Cashfree,GW-982782,Card,FAILED,GW-982782,19979.36,2026-01-18
PAY0416,INV0416,CUST0277,2026-02-18,57622.43,INR,PayU,GW-770323,Wallet,SUCCESS,GW-770323,57622.43,2026-02-18
PAY0417,INV0417,CUST0316,2026-02-12,3467.2,INR,PayU,GW-987587,NetBanking,SUCCESS,GW-987587,3467.2,2026-02-12
PAY0418,INV0418,CUST0308,2026-01-06,7216.73,INR,Cashfree,GW-408123,Wallet,SUCCESS,GW-408123,7216.73,2026-01-06
PAY0419,INV0419,CUST0056,2026-02-08,13552.57,INR,PayU,GW-570769,UPI,SUCCESS,GW-570769,13552.57,2026-02-08
PAY0420,INV0420,CUST0447,2026-05-27,6957.41,INR,Cashfree,GW-287284,UPI,SUCCESS,GW-287284,6957.41,2026-05-27
PAY0421,INV0421,CUST0493,2026-02-16,6444.26,INR,Razorpay,GW-489645,Card,SUCCESS,GW-489645,6444.26,2026-02-16
PAY0422,INV0422,CUST0182,2026-01-16,17634.39,INR,Cashfree,GW-820247,Wallet,SUCCESS,GW-820247,17634.39,2026-01-16
PAY0423,INV0423,CUST0458,2026-06-15,3094.97,INR,Razorpay,GW-378169,UPI,SUCCESS,GW-378169,3094.97,2026-06-15
PAY0424,INV0424,CUST0344,2026-06-03,864.94,INR,PayU,GW-659431,Wallet,SUCCESS,GW-659431,864.94,2026-06-03
PAY0425,INV0425,CUST0130,2026-06-16,114215.14,INR,PayU,GW-326813,UPI,SUCCESS,GW-326813,114215.14,2026-06-16
PAY0426,INV0426,CUST0009,2026-02-09,20156.36,INR,Stripe,GW-408604,Card,SUCCESS,GW-408604,20156.36,2026-02-09
PAY0427,INV0427,CUST0338,2026-05-09,4966.44,INR,Razorpay,GW-152148,NetBanking,SUCCESS,GW-152148,4966.44,2026-05-09
PAY0428,INV0428,CUST0481,2026-03-11,2718.19,INR,Cashfree,GW-248228,UPI,SUCCESS,GW-248228,2718.19,2026-03-11
PAY0429,INV0429,CUST0011,2026-02-14,82232.94,INR,Cashfree,GW-514339,NetBanking,SUCCESS,GW-514339,82232.94,2026-02-14
PAY0430,INV0430,CUST0370,2026-03-16,141927.43,INR,Cashfree,GW-689457,Card,SUCCESS,GW-689457,141927.43,2026-03-16
PAY0431,INV0431,CUST0475,2026-01-18,81701.35,INR,Stripe,GW-436807,Card,SUCCESS,GW-436807,81701.35,2026-01-18
PAY0432,INV0432,CUST0140,2026-02-18,53552.09,INR,Cashfree,GW-809270,Card,SUCCESS,GW-809270,53552.09,2026-02-18
PAY0433,INV0433,CUST0309,2026-02-06,1777.5,INR,Razorpay,GW-298945,Card,SUCCESS,GW-298945,1777.5,2026-02-06
PAY0434,INV0434,CUST0019,2026-04-18,3711.22,INR,Razorpay,GW-499749,UPI,SUCCESS,GW-499749,3711.22,2026-04-18
PAY0435,INV0435,CUST0064,2026-01-19,159820.15,INR,Razorpay,GW-803479,Card,SUCCESS,GW-803479,159820.15,2026-01-19
PAY0436,INV0436,CUST0194,2026-06-01,108637.06,INR,Stripe,GW-567792,Wallet,SUCCESS,GW-567792,108637.06,2026-06-01
PAY0437,INV0437,CUST0436,2026-03-17,18140.27,INR,Cashfree,GW-727873,NetBanking,SUCCESS,GW-727873,18140.27,2026-03-17
PAY0438,INV0438,CUST0442,2026-06-22,29968.76,INR,Razorpay,GW-270138,Card,SUCCESS,GW-270138,29968.76,2026-06-22
PAY0439,INV0439,CUST0426,2026-06-23,18884.56,INR,Cashfree,GW-631215,NetBanking,SUCCESS,GW-631215,18884.56,2026-06-23
PAY0440,INV0440,CUST0288,2026-01-31,148860.81,INR,Razorpay,GW-921864,Wallet,SUCCESS,GW-921864,148860.81,2026-01-31
PAY0441,INV0441,CUST0371,2026-02-07,7248.76,INR,Razorpay,GW-189525,Wallet,SUCCESS,GW-189525,7248.76,2026-02-07
PAY0442,INV0442,CUST0418,2026-05-11,190318.94,INR,Stripe,GW-978785,Wallet,SUCCESS,GW-978785,190318.94,2026-05-11
PAY0443,INV0443,CUST0197,2026-04-18,61230.65,INR,Stripe,GW-224973,Card,SUCCESS,GW-224973,61230.65,2026-04-18
PAY0444,INV0444,CUST0163,2026-06-04,21943.33,INR,Razorpay,GW-389577,UPI,SUCCESS,GW-389577,21943.33,2026-06-04
PAY0445,INV0445,CUST0491,2026-02-19,2952.37,INR,Stripe,GW-359454,Wallet,SUCCESS,GW-359454,2952.37,2026-02-19
PAY0446,INV0446,CUST0445,2026-04-02,143699.79,INR,Razorpay,GW-931374,UPI,SUCCESS,GW-931374,143699.79,2026-04-02
PAY0447,INV0447,CUST0017,2026-05-29,10993.7,INR,PayU,GW-623736,Wallet,SUCCESS,GW-623736,10993.7,2026-05-29
PAY0448,INV0448,CUST0329,2026-02-08,123024.7,INR,Stripe,GW-622189,UPI,REFUNDED,GW-622189,123024.7,2026-02-08
PAY0449,INV0449,CUST0421,2026-01-14,196882.81,INR,Cashfree,GW-112220,NetBanking,SUCCESS,GW-112220,196882.81,2026-01-14
PAY0450,INV0450,CUST0108,2026-01-26,159043.96,INR,Stripe,GW-971270,Card,SUCCESS,GW-971270,159043.96,2026-01-26
PAY0451,INV0451,CUST0446,2026-01-24,88034.04,INR,PayU,GW-444489,Card,SUCCESS,GW-444489,88034.04,2026-01-24
PAY0452,INV0452,CUST0145,2026-04-24,26880.78,INR,Stripe,GW-572524,Card,SUCCESS,GW-572524,26880.78,2026-04-24
PAY0453,INV0453,CUST0125,2026-02-25,29018.7,INR,PayU,GW-755268,NetBanking,SUCCESS,GW-755268,29018.7,2026-02-25
PAY0454,INV0454,CUST0012,2026-01-19,50113.92,INR,Cashfree,GW-655618,Wallet,SUCCESS,GW-655618,50113.92,2026-01-19
PAY0455,INV0455,CUST0425,2026-02-13,72296.93,INR,Cashfree,GW-230313,Wallet,SUCCESS,GW-230313,72296.93,2026-02-13
PAY0456,INV0456,CUST0340,2026-01-28,59872.73,INR,Cashfree,GW-796415,UPI,SUCCESS,GW-796415,59872.73,2026-01-28
PAY0457,INV0457,CUST0163,2026-05-04,3623.7,INR,Stripe,GW-273912,Wallet,SUCCESS,GW-273912,3623.7,2026-05-04
PAY0458,INV0458,CUST0437,2026-04-02,54190.88,INR,PayU,GW-139786,UPI,SUCCESS,GW-139786,54190.88,2026-04-02
PAY0459,INV0459,CUST0131,2026-05-12,129220.59,INR,Stripe,GW-640981,Card,SUCCESS,GW-640981,129220.59,2026-05-12
PAY0460,INV0460,CUST0040,2026-06-25,37711.97,INR,Cashfree,GW-218640,UPI,SUCCESS,GW-218640,37711.97,2026-06-25
PAY0461,INV0461,CUST0144,2026-02-10,10363.81,INR,Razorpay,GW-598829,Wallet,SUCCESS,GW-598829,10363.81,2026-02-10
PAY0462,INV0462,CUST0054,2026-06-22,2394.0,INR,Razorpay,GW-905015,Wallet,SUCCESS,GW-905015,2394.0,2026-06-22
PAY0463,INV0463,CUST0152,2026-03-01,45717.34,INR,Cashfree,GW-213554,NetBanking,SUCCESS,GW-213554,45717.34,2026-03-01
PAY0464,INV0464,CUST0358,2026-05-29,1644.39,INR,Stripe,GW-913572,Wallet,SUCCESS,GW-913572,1644.39,2026-05-29
PAY0465,INV0465,CUST0017,2026-02-07,105198.62,INR,PayU,GW-207138,NetBanking,SUCCESS,GW-207138,105198.62,2026-02-07
PAY0466,INV0466,CUST0251,2026-03-12,10358.1,INR,Cashfree,GW-233864,UPI,SUCCESS,GW-233864,10358.1,2026-03-12
PAY0467,INV0467,CUST0395,2026-04-05,41566.52,INR,Stripe,GW-529094,Wallet,SUCCESS,GW-529094,41566.52,2026-04-05
PAY0468,INV0468,CUST0357,2026-06-20,19841.83,INR,Razorpay,GW-201916,Card,SUCCESS,GW-201916,19841.83,2026-06-20
PAY0469,INV0469,CUST0426,2026-04-26,195177.09,INR,Razorpay,GW-947668,Wallet,SUCCESS,GW-947668,195177.09,2026-04-26
PAY0470,INV0470,CUST0179,2026-04-13,3049.58,INR,Stripe,GW-669441,NetBanking,SUCCESS,GW-669441,3049.58,2026-04-13
PAY0471,INV0471,CUST0144,2026-06-20,168530.95,INR,PayU,GW-185845,Card,SUCCESS,GW-185845,168530.95,2026-06-20
PAY0472,INV0472,CUST0100,2026-04-10,67066.02,INR,Cashfree,GW-535814,UPI,SUCCESS,GW-535814,67066.02,2026-04-10
PAY0473,INV0473,CUST0228,2026-05-03,2661.61,INR,PayU,GW-862663,Wallet,SUCCESS,GW-862663,2661.61,2026-05-03
PAY0474,INV0474,CUST0489,2026-03-06,2832.45,INR,PayU,GW-986287,Card,SUCCESS,GW-986287,2832.45,2026-03-06
PAY0475,INV0475,CUST0299,2026-06-29,13146.41,INR,Stripe,GW-314881,UPI,SUCCESS,GW-314881,13146.41,2026-06-29
PAY0476,INV0476,CUST0025,2026-05-17,5410.64,INR,Razorpay,GW-963390,NetBanking,SUCCESS,GW-963390,5410.64,2026-05-17
PAY0477,INV0477,CUST0227,2026-04-24,13898.66,INR,Cashfree,GW-258226,NetBanking,SUCCESS,GW-258226,13898.66,2026-04-24
PAY0478,INV0478,CUST0076,2026-01-19,38226.09,INR,Cashfree,GW-849946,Card,SUCCESS,GW-849946,38226.09,2026-01-19
PAY0479,INV0479,CUST0155,2026-04-28,22798.81,INR,Stripe,GW-989816,NetBanking,SUCCESS,GW-989816,22798.81,2026-04-28
PAY0480,INV0480,CUST0352,2026-06-07,55946.25,INR,PayU,GW-966787,NetBanking,SUCCESS,GW-966787,55946.25,2026-06-07
PAY0481,INV0481,CUST0030,2026-03-17,50878.84,INR,Stripe,GW-DUP-0477,NetBanking,SUCCESS,GW-DUP-0477,50878.84,2026-03-17
PAY0482,INV0482,CUST0447,2026-06-25,90431.67,INR,Stripe,GW-721794,UPI,SUCCESS,GW-721794,90431.67,2026-06-25
PAY0483,INV0483,CUST0278,2026-03-12,4494.48,INR,PayU,GW-964190,Card,SUCCESS,GW-964190,4494.48,2026-03-12
PAY0484,INV0484,CUST0205,2026-01-18,38147.49,INR,PayU,GW-485026,UPI,SUCCESS,GW-485026,38147.49,2026-01-18
PAY0485,INV0485,CUST0207,2026-03-28,20810.73,INR,Cashfree,GW-390302,Wallet,SUCCESS,GW-390302,20810.73,2026-03-28
PAY0486,INV0486,CUST0128,2026-05-26,8914.65,INR,PayU,GW-786682,Card,SUCCESS,GW-786682,8914.65,2026-05-26
PAY0487,INV0487,CUST0140,2026-03-30,193974.68,INR,Razorpay,GW-568343,UPI,SUCCESS,GW-568343,193974.68,2026-03-30
PAY0488,INV0488,CUST0310,2026-01-25,1947.81,INR,PayU,GW-346646,Card,SUCCESS,GW-346646,1947.81,2026-01-25
PAY0489,INV0489,CUST0430,2026-01-26,7362.42,INR,Razorpay,GW-719475,Card,SUCCESS,GW-719475,7362.42,2026-01-26
PAY0490,INV0490,CUST0415,2026-01-10,1028.66,INR,PayU,GW-238789,NetBanking,SUCCESS,GW-238789,1028.66,2026-01-10
PAY0491,INV0491,CUST0330,2026-03-04,132116.9,INR,PayU,GW-DUP-0481,Wallet,SUCCESS,GW-DUP-0481,132116.9,2026-03-04
PAY0492,INV0492,CUST0190,2026-06-13,49323.27,INR,PayU,GW-939246,NetBanking,SUCCESS,GW-939246,49323.27,2026-06-13
PAY0493,INV0493,CUST0308,2026-01-12,24159.14,INR,Stripe,GW-267939,Card,REFUNDED,GW-267939,24159.14,2026-01-12
PAY0494,INV0494,CUST0345,2026-04-13,1936.73,INR,Razorpay,GW-DUP-0484,Card,SUCCESS,GW-DUP-0484,1936.73,2026-04-13
PAY0495,INV0495,CUST0088,2026-05-16,109427.81,INR,Razorpay,GW-369021,Wallet,SUCCESS,GW-369021,109427.81,2026-05-16
PAY0496,INV0496,CUST0369,2026-02-17,130076.6,INR,Cashfree,GW-916386,Card,SUCCESS,GW-916386,130076.6,2026-02-17
PAY0497,INV0497,CUST0237,2026-01-26,12311.83,INR,Cashfree,GW-163469,Wallet,FAILED,GW-163469,12311.83,2026-01-26
PAY0498,INV0498,CUST0371,2026-04-07,7091.53,INR,Cashfree,GW-352781,Wallet,SUCCESS,GW-352781,7091.53,2026-04-07
PAY0499,INV0499,CUST0145,2026-01-16,2997.41,INR,PayU,GW-649132,UPI,SUCCESS,GW-649132,2997.41,2026-01-16
PAY0500,INV0500,CUST0307,2026-05-01,60358.77,INR,Cashfree,GW-612319,Card,SUCCESS,GW-612319,60358.77,2026-05-01
