invoice_id,customer_id,invoice_date,due_date,invoice_amount,currency,description,invoice_status,normalized_invoice_amount,normalized_invoice_date,normalized_due_date
INV0417,CUST0316,2026-02-08,2026-03-25,3467.2,INR,API Integration Fee,Paid,3467.2,2026-02-08,2026-03-25
INV0418,CUST0308,2026-01-01,2026-01-16,7216.73,INR,Annual Maintenance Contract,Paid,7216.73,2026-01-01,2026-01-16
INV0419,CUST0056,2026-02-07,2026-02-22,13552.57,INR,Annual Maintenance Contract,Paid,13552.57,2026-02-07,2026-02-22
INV0420,CUST0447,2026-05-26,2026-07-10,6957.41,INR,Digital Marketing Campaign,Paid,6957.41,2026-05-26,2026-07-10
INV0421,CUST0493,2026-02-16,2026-03-03,6444.26,INR,Cybersecurity Audit,Paid,6444.26,2026-02-16,2026-03-03
INV0422,CUST0182,2026-01-11,2026-01-26,17634.39,INR,IT Consulting Services,Paid,17634.39,2026-01-11,2026-01-26
INV0423,CUST0458,2026-06-15,2026-07-15,3094.97,INR,Logistics & Freight Services,Paid,3094.97,2026-06-15,2026-07-15
INV0424,CUST0344,2026-05-30,2026-07-14,864.94,INR,SaaS Subscription,Paid,864.94,2026-05-30,2026-07-14
INV0425,CUST0130,2026-06-13,2026-06-28,114215.14,INR,Logistics & Freight Services,Paid,114215.14,2026-06-13,2026-06-28
INV0426,CUST0009,2026-02-04,2026-03-21,20156.36,INR,Logistics & Freight Services,Paid,20156.36,2026-02-04,2026-03-21
INV0427,CUST0338,2026-05-07,2026-06-06,4966.44,INR,Enterprise License Fee,Paid,4966.44,2026-05-07,2026-06-06
INV0428,CUST0481,2026-03-08,2026-04-07,2718.19,INR,Cybersecurity Audit,Paid,2718.19,2026-03-08,2026-04-07
INV0429,CUST0011,2026-02-14,2026-03-31,82232.94,INR,Enterprise License Fee,Paid,82232.94,2026-02-14,2026-03-31
INV0430,CUST0370,2026-03-11,2026-03-26,141927.43,INR,Digital Marketing Campaign,Paid,141927.43,2026-03-11,2026-03-26
INV0431,CUST0475,2026-01-17,2026-02-01,81701.35,INR,Data Analytics Module,Paid,81701.35,2026-01-17,2026-02-01
INV0432,CUST0140,2026-02-16,2026-04-02,53552.09,INR,Data Analytics Module,Paid,53552.09,2026-02-16,2026-04-02
INV0433,CUST0309,2026-02-02,2026-03-19,1777.5,INR,API Integration Fee,Paid,1777.5,2026-02-02,2026-03-19
INV0434,CUST0019,2026-04-13,2026-05-13,3711.22,INR,Enterprise License Fee,Paid,3711.22,2026-04-13,2026-05-13
INV0435,CUST0064,2026-01-18,2026-03-04,159820.15,INR,Digital Marketing Campaign,Paid,159820.15,2026-01-18,2026-03-04
INV0436,CUST0194,2026-05-31,2026-07-15,108637.06,INR,API Integration Fee,Paid,108637.06,2026-05-31,2026-07-15
INV0437,CUST0436,2026-03-13,2026-03-28,18140.27,INR,Cybersecurity Audit,Paid,18140.27,2026-03-13,2026-03-28
INV0438,CUST0442,2026-06-22,2026-07-07,29968.76,INR,Annual Maintenance Contract,Paid,29968.76,2026-06-22,2026-07-07
INV0439,CUST0426,2026-06-19,2026-08-03,18884.56,INR,Cloud Infrastructure Hosting,Partially_Paid,18884.56,2026-06-19,2026-08-03
INV0440,CUST0288,2026-01-26,2026-02-10,148860.81,INR,SaaS Subscription,Paid,148860.81,2026-01-26,2026-02-10
INV0441,CUST0371,2026-02-03,2026-03-20,7248.76,INR,IT Consulting Services,Paid,7248.76,2026-02-03,2026-03-20
INV0442,CUST0418,2026-05-09,2026-05-24,190318.94,INR,Data Analytics Module,Paid,190318.94,2026-05-09,2026-05-24
INV0443,CUST0197,2026-04-17,2026-06-01,61230.65,INR,Data Analytics Module,Paid,61230.65,2026-04-17,2026-06-01
INV0444,CUST0163,2026-05-31,2026-07-15,21943.33,INR,Annual Maintenance Contract,Paid,21943.33,2026-05-31,2026-07-15
INV0445,CUST0491,2026-02-19,2026-04-05,2952.37,INR,Logistics & Freight Services,Paid,2952.37,2026-02-19,2026-04-05
INV0446,CUST0445,2026-04-02,2026-05-17,143699.79,INR,Logistics & Freight Services,Paid,143699.79,2026-04-02,2026-05-17
INV0447,CUST0017,2026-05-29,2026-07-13,10993.7,INR,Enterprise License Fee,Paid,10993.7,2026-05-29,2026-07-13
INV0448,CUST0329,2026-02-06,2026-03-08,123024.7,INR,Digital Marketing Campaign,Pending,123024.7,2026-02-06,2026-03-08
INV0449,CUST0421,2026-01-13,2026-01-28,196882.81,INR,Data Analytics Module,Paid,196882.81,2026-01-13,2026-01-28
INV0450,CUST0108,2026-01-26,2026-02-25,159043.96,INR,Data Analytics Module,Paid,159043.96,2026-01-26,2026-02-25
INV0451,CUST0446,2026-01-23,2026-02-22,88034.04,INR,Cloud Infrastructure Hosting,Paid,88034.04,2026-01-23,2026-02-22
INV0452,CUST0145,2026-04-20,2026-05-20,26880.78,INR,Enterprise License Fee,Paid,26880.78,2026-04-20,2026-05-20
INV0453,CUST0125,2026-02-25,2026-04-11,29018.7,INR,Cybersecurity Audit,Paid,29018.7,2026-02-25,2026-04-11
INV0454,CUST0012,2026-01-17,2026-02-01,50113.92,INR,Logistics & Freight Services,Paid,50113.92,2026-01-17,2026-02-01
INV0455,CUST0425,2026-02-12,2026-03-14,72296.93,INR,Annual Maintenance Contract,Paid,72296.93,2026-02-12,2026-03-14
INV0456,CUST0340,2026-01-28,2026-02-27,59872.73,INR,IT Consulting Services,Paid,59872.73,2026-01-28,2026-02-27
INV0457,CUST0163,2026-05-01,2026-06-15,3623.7,INR,SaaS Subscription,Paid,3623.7,2026-05-01,2026-06-15
INV0458,CUST0437,2026-03-29,2026-04-13,54190.88,INR,Cybersecurity Audit,Paid,54190.88,2026-03-29,2026-04-13
INV0459,CUST0131,2026-05-07,2026-06-06,129220.59,INR,Annual Maintenance Contract,Paid,129220.59,2026-05-07,2026-06-06
INV0460,CUST0040,2026-06-23,2026-07-23,37711.97,INR,Cloud Infrastructure Hosting,Paid,37711.97,2026-06-23,2026-07-23
INV0461,CUST0144,2026-02-09,2026-03-26,10363.81,INR,Enterprise License Fee,Partially_Paid,10363.81,2026-02-09,2026-03-26
INV0462,CUST0054,2026-06-20,2026-08-04,2394.0,INR,SaaS Subscription,Paid,2394.0,2026-06-20,2026-08-04
INV0463,CUST0152,2026-02-24,2026-03-26,45717.34,INR,IT Consulting Services,Paid,45717.34,2026-02-24,2026-03-26
INV0464,CUST0358,2026-05-25,2026-06-09,1644.39,INR,Annual Maintenance Contract,Paid,1644.39,2026-05-25,2026-06-09
INV0465,CUST0017,2026-02-02,2026-03-19,105198.62,INR,Enterprise License Fee,Paid,105198.62,2026-02-02,2026-03-19
INV0466,CUST0251,2026-03-11,2026-03-26,10358.1,INR,Data Analytics Module,Paid,10358.1,2026-03-11,2026-03-26
INV0467,CUST0395,2026-04-01,2026-05-01,41566.52,INR,Digital Marketing Campaign,Paid,41566.52,2026-04-01,2026-05-01
INV0468,CUST0357,2026-06-16,2026-07-31,19841.83,INR,Cybersecurity Audit,Paid,19841.83,2026-06-16,2026-07-31
INV0469,CUST0426,2026-04-23,2026-06-07,195177.09,INR,Cybersecurity Audit,Paid,195177.09,2026-04-23,2026-06-07
INV0470,CUST0179,2026-04-13,2026-05-28,3049.58,INR,Data Analytics Module,Paid,3049.58,2026-04-13,2026-05-28
INV0471,CUST0144,2026-06-20,2026-08-04,168530.95,INR,Data Analytics Module,Paid,168530.95,2026-06-20,2026-08-04
INV0472,CUST0100,2026-04-10,2026-05-10,67066.02,INR,Logistics & Freight Services,Paid,67066.02,2026-04-10,2026-05-10
INV0473,CUST0228,2026-04-30,2026-05-15,2661.61,INR,Data Analytics Module,Paid,2661.61,2026-04-30,2026-05-15
INV0474,CUST0489,2026-03-02,2026-03-17,2832.45,INR,Cybersecurity Audit,Paid,2832.45,2026-03-02,2026-03-17
INV0475,CUST0299,2026-06-25,2026-07-25,13146.41,INR,Enterprise License Fee,Paid,13146.41,2026-06-25,2026-07-25
INV0476,CUST0025,2026-05-17,2026-07-01,5410.64,INR,Annual Maintenance Contract,Paid,5410.64,2026-05-17,2026-07-01
INV0477,CUST0227,2026-04-21,2026-06-05,13898.66,INR,IT Consulting Services,Paid,13898.66,2026-04-21,2026-06-05
INV0478,CUST0076,2026-01-14,2026-02-28,38226.09,INR,Logistics & Freight Services,Paid,38226.09,2026-01-14,2026-02-28
INV0479,CUST0155,2026-04-23,2026-06-07,22798.81,INR,Cloud Infrastructure Hosting,Paid,22798.81,2026-04-23,2026-06-07
INV0480,CUST0352,2026-06-02,2026-07-02,55946.25,INR,Enterprise License Fee,Paid,55946.25,2026-06-02,2026-07-02
INV0481,CUST0030,2026-03-15,2026-03-30,50878.84,INR,Cybersecurity Audit,Paid,50878.84,2026-03-15,2026-03-30
INV0482,CUST0447,2026-06-25,2026-07-10,90431.67,INR,IT Consulting Services,Paid,90431.67,2026-06-25,2026-07-10
INV0483,CUST0278,2026-03-09,2026-04-08,4494.48,INR,Annual Maintenance Contract,Paid,4494.48,2026-03-09,2026-04-08
INV0484,CUST0205,2026-01-17,2026-03-03,38147.49,INR,Annual Maintenance Contract,Paid,38147.49,2026-01-17,2026-03-03
INV0485,CUST0207,2026-03-28,2026-04-27,20810.73,INR,Cybersecurity Audit,Paid,20810.73,2026-03-28,2026-04-27
INV0486,CUST0128,2026-05-22,2026-06-21,8914.65,INR,Data Analytics Module,Paid,8914.65,2026-05-22,2026-06-21
INV0487,CUST0140,2026-03-29,2026-04-13,193974.68,INR,Cybersecurity Audit,Paid,193974.68,2026-03-29,2026-04-13
INV0488,CUST0310,2026-01-22,2026-03-08,1947.81,INR,Enterprise License Fee,Paid,1947.81,2026-01-22,2026-03-08
INV0489,CUST0430,2026-01-23,2026-02-22,7362.42,INR,SaaS Subscription,Paid,7362.42,2026-01-23,2026-02-22
INV0490,CUST0415,2026-01-08,2026-01-23,1028.66,INR,Logistics & Freight Services,Paid,1028.66,2026-01-08,2026-01-23
INV0491,CUST0330,2026-03-02,2026-03-17,132116.9,INR,Digital Marketing Campaign,Paid,132116.9,2026-03-02,2026-03-17
INV0492,CUST0190,2026-06-13,2026-07-13,49323.27,INR,Cybersecurity Audit,Paid,49323.27,2026-06-13,2026-07-13
INV0493,CUST0308,2026-01-07,2026-02-06,24159.14,INR,Data Analytics Module,Pending,24159.14,2026-01-07,2026-02-06
INV0494,CUST0345,2026-04-08,2026-05-08,1936.73,INR,Cloud Infrastructure Hosting,Paid,1936.73,2026-04-08,2026-05-08
INV0495,CUST0088,2026-05-14,2026-06-13,109427.81,INR,Data Analytics Module,Paid,109427.81,2026-05-14,2026-06-13
INV0496,CUST0369,2026-02-17,2026-03-04,130076.6,INR,API Integration Fee,Paid,130076.6,2026-02-17,2026-03-04
INV0497,CUST0237,2026-01-25,2026-02-24,12311.83,INR,Cloud Infrastructure Hosting,Pending,12311.83,2026-01-25,2026-02-24
INV0498,CUST0371,2026-04-05,2026-05-20,7091.53,INR,Annual Maintenance Contract,Paid,7091.53,2026-04-05,2026-05-20
INV0499,CUST0145,2026-01-15,2026-03-01,2997.41,INR,API Integration Fee,Paid,2997.41,2026-01-15,2026-03-01
INV0500,CUST0307,2026-04-28,2026-05-13,60358.77,INR,IT Consulting Services,Paid,60358.77,2026-04-28,2026-05-13
