ledger_id,ledger_date,invoice_id,customer_id,amount,currency,account_code,entry_type,description,reference,posting_status,normalized_amount,normalized_ledger_date
LEDG0302,2026-06-12,INV0302,CUST0216,43252.86,INR,AR001,CREDIT,Payment receipt for INV0302 via Stripe,REC-INV0302-PAY0302,POSTED,43252.86,2026-06-12
LEDG0303,2026-03-27,INV0303,CUST0351,18828.92,INR,AR001,CREDIT,Payment receipt for INV0303 via PayU,REC-INV0303-PAY0303,POSTED,18828.92,2026-03-27
LEDG0304,2026-05-04,INV0304,CUST0167,95623.01,INR,AR001,CREDIT,Payment receipt for INV0304 via Razorpay,REC-INV0304-PAY0304,POSTED,95623.01,2026-05-04
LEDG0305,2026-04-06,INV0305,CUST0013,75946.55,INR,AR001,CREDIT,Payment receipt for INV0305 via Cashfree,REC-INV0305-PAY0305,POSTED,75946.55,2026-04-06
LEDG0306,2026-05-07,INV0306,CUST0305,3512.43,INR,AR001,CREDIT,Payment receipt for INV0306 via PayU,REC-INV0306-PAY0306,POSTED,3512.43,2026-05-07
LEDG0307,2026-01-15,INV0307,CUST0283,51345.63,INR,AR001,CREDIT,Payment receipt for INV0307 via Stripe,REC-INV0307-PAY0307,POSTED,51345.63,2026-01-15
LEDG0308,2026-02-12,INV0308,CUST0415,10587.51,INR,AR001,CREDIT,Payment receipt for INV0308 via PayU,REC-INV0308-PAY0308,POSTED,10587.51,2026-02-12
LEDG0309,2026-06-16,INV0309,CUST0134,3361.44,INR,AR001,CREDIT,Payment receipt for INV0309 via Cashfree,REC-INV0309-PAY0309,POSTED,3361.44,2026-06-16
LEDG0310,2026-03-13,INV0310,CUST0111,4570.29,INR,AR001,CREDIT,Payment receipt for INV0310 via Stripe,REC-INV0310-PAY0310,POSTED,4570.29,2026-03-13
LEDG0311,2026-04-19,INV0311,CUST0010,34629.97,INR,AR001,CREDIT,Payment receipt for INV0311 via Stripe,REC-INV0311-PAY0311,POSTED,34629.97,2026-04-19
LEDG0312,2026-02-01,INV0312,CUST0423,173161.51,INR,AR001,CREDIT,Payment receipt for INV0312 via Razorpay,REC-INV0312-PAY0312,POSTED,173161.51,2026-02-01
LEDG0313,2026-01-19,INV0313,CUST0470,91204.73,INR,AR001,CREDIT,Payment receipt for INV0313 via Stripe,REC-INV0313-PAY0313,POSTED,91204.73,2026-01-19
LEDG0314,2026-01-20,INV0314,CUST0392,61403.4,INR,AR001,CREDIT,Payment receipt for INV0314 via Cashfree,REC-INV0314-PAY0314,POSTED,61403.4,2026-01-20
LEDG0315,2026-06-06,INV0315,CUST0319,9384.65,INR,AR001,CREDIT,Payment receipt for INV0315 via Cashfree,REC-INV0315-PAY0315,POSTED,9384.65,2026-06-06
LEDG0316,2026-05-29,INV0316,CUST0017,2505.09,INR,AR001,CREDIT,Payment receipt for INV0316 via PayU,REC-INV0316-PAY0316,POSTED,2505.09,2026-05-29
LEDG0317,2026-03-15,INV0317,CUST0007,2922.25,INR,AR001,CREDIT,Payment receipt for INV0317 via Stripe,REC-INV0317-PAY0317,POSTED,2922.25,2026-03-15
LEDG0318,2026-04-10,INV0318,CUST0347,86065.84,INR,AR001,CREDIT,Payment receipt for INV0318 via Razorpay,REC-INV0318-PAY0318,POSTED,86065.84,2026-04-10
LEDG0319,2026-03-31,INV0319,CUST0075,199489.06,INR,AR001,CREDIT,Payment receipt for INV0319 via Razorpay,REC-INV0319-PAY0319,POSTED,199489.06,2026-03-31
LEDG0320,2026-07-02,INV0320,CUST0133,108467.95,INR,AR001,CREDIT,Payment receipt for INV0320 via Stripe,REC-INV0320-PAY0320,POSTED,108467.95,2026-07-02
LEDG0321,2026-06-19,INV0321,CUST0398,140726.92,INR,AR001,CREDIT,Payment receipt for INV0321 via Cashfree,REC-INV0321-PAY0321,POSTED,140726.92,2026-06-19
LEDG0322,2026-05-16,INV0322,CUST0266,176303.9,INR,AR001,CREDIT,Payment receipt for INV0322 via Stripe,REC-INV0322-PAY0322,POSTED,176303.9,2026-05-16
LEDG0323,2026-04-20,INV0323,CUST0256,79090.86,INR,AR001,CREDIT,Payment receipt for INV0323 via Razorpay,REC-INV0323-PAY0323,POSTED,79090.86,2026-04-20
LEDG0324,2026-06-22,INV0324,CUST0147,3497.7,INR,AR001,CREDIT,Payment receipt for INV0324 via Cashfree,REC-INV0324-PAY0324,POSTED,3497.7,2026-06-22
LEDG0325,2026-03-10,INV0325,CUST0395,4822.63,INR,AR001,CREDIT,Payment receipt for INV0325 via Stripe,REC-INV0325-PAY0325,POSTED,4822.63,2026-03-10
LEDG0326,2026-05-02,INV0326,CUST0482,889.27,INR,AR001,CREDIT,Payment receipt for INV0326 via PayU,REC-INV0326-PAY0326,POSTED,889.27,2026-05-02
LEDG0327,2026-02-28,INV0327,CUST0335,1871.84,INR,AR001,CREDIT,Payment receipt for INV0327 via Stripe,REC-INV0327-PAY0327,POSTED,1871.84,2026-02-28
LEDG0328,2026-05-07,INV0328,CUST0415,125593.84,INR,AR001,CREDIT,Payment receipt for INV0328 via Cashfree,REC-INV0328-PAY0328,POSTED,125593.84,2026-05-07
LEDG0329,2026-01-24,INV0329,CUST0066,163172.97,INR,AR001,CREDIT,Payment receipt for INV0329 via PayU,REC-INV0329-PAY0329,POSTED,163172.97,2026-01-24
LEDG0330,2026-04-06,INV0330,CUST0292,154690.62,INR,AR001,CREDIT,Payment receipt for INV0330 via Stripe,REC-INV0330-PAY0330,POSTED,154690.62,2026-04-06
LEDG0331,2026-06-14,INV0331,CUST0126,72935.41,INR,AR001,CREDIT,Payment receipt for INV0331 via Stripe,REC-INV0331-PAY0331,POSTED,72935.41,2026-06-14
LEDG0332,2026-04-24,INV0332,CUST0412,4994.74,INR,AR001,CREDIT,Payment receipt for INV0332 via Stripe,REC-INV0332-PAY0332,POSTED,4994.74,2026-04-24
LEDG0333,2026-01-16,INV0333,CUST0321,3536.78,INR,AR001,CREDIT,Payment receipt for INV0333 via Razorpay,REC-INV0333-PAY0333,POSTED,3536.78,2026-01-16
LEDG0334,2026-04-06,INV0334,CUST0162,2411.19,INR,AR001,CREDIT,Payment receipt for INV0334 via Cashfree,REC-INV0334-PAY0334,POSTED,2411.19,2026-04-06
LEDG0335,2026-04-25,INV0335,CUST0205,112630.02,INR,AR001,CREDIT,Payment receipt for INV0335 via Razorpay,REC-INV0335-PAY0335,POSTED,112630.02,2026-04-25
LEDG0336,2026-02-08,INV0336,CUST0177,24764.81,INR,AR001,CREDIT,Payment receipt for INV0336 via Stripe,REC-INV0336-PAY0336,POSTED,24764.81,2026-02-08
LEDG0337,2026-02-02,INV0337,CUST0076,14243.4,INR,AR001,CREDIT,Payment receipt for INV0337 via Cashfree,REC-INV0337-PAY0337,POSTED,14243.4,2026-02-02
LEDG0338,2026-03-04,INV0338,CUST0219,3587.13,INR,AR001,CREDIT,Payment receipt for INV0338 via Razorpay,REC-INV0338-PAY0338,POSTED,3587.13,2026-03-04
LEDG0339,2026-03-11,INV0339,CUST0387,2851.95,INR,AR001,CREDIT,Payment receipt for INV0339 via Razorpay,REC-INV0339-PAY0339,POSTED,2851.95,2026-03-11
LEDG0340,2026-03-02,INV0340,CUST0441,40391.78,INR,AR001,CREDIT,Payment receipt for INV0340 via Razorpay,REC-INV0340-PAY0340,POSTED,40391.78,2026-03-02
LEDG0341,2026-04-24,INV0341,CUST0075,69497.81,INR,AR001,CREDIT,Payment receipt for INV0341 via Cashfree,REC-INV0341-PAY0341,POSTED,69497.81,2026-04-24
LEDG0342,2026-01-23,INV0342,CUST0059,124401.11,INR,AR001,CREDIT,Payment receipt for INV0342 via Cashfree,REC-INV0342-PAY0342,POSTED,124401.11,2026-01-23
LEDG0343,2026-01-12,INV0343,CUST0375,86750.03,INR,AR001,CREDIT,Payment receipt for INV0343 via Razorpay,REC-INV0343-PAY0343,POSTED,86750.03,2026-01-12
LEDG0344,2026-04-17,INV0344,CUST0401,76470.17,INR,AR001,CREDIT,Payment receipt for INV0344 via PayU,REC-INV0344-PAY0344,POSTED,76470.17,2026-04-17
LEDG0345,2026-02-19,INV0345,CUST0278,176273.22,INR,AR001,CREDIT,Payment receipt for INV0345 via Cashfree,REC-INV0345-PAY0345,POSTED,176273.22,2026-02-19
LEDG0346,2026-03-21,INV0346,CUST0019,23098.14,INR,AR001,CREDIT,Payment receipt for INV0346 via Razorpay,REC-INV0346-PAY0346,POSTED,23098.14,2026-03-21
LEDG0347,2026-02-11,INV0347,CUST0213,171371.15,INR,AR001,CREDIT,Payment receipt for INV0347 via PayU,REC-INV0347-PAY0347,POSTED,171371.15,2026-02-11
LEDG0348,2026-06-05,INV0348,CUST0025,58914.36,INR,AR001,CREDIT,Payment receipt for INV0348 via PayU,REC-INV0348-PAY0348,POSTED,58914.36,2026-06-05
LEDG0349,2026-03-28,INV0349,CUST0061,1336.5,INR,AR001,CREDIT,Payment receipt for INV0349 via Razorpay,REC-INV0349-PAY0349,POSTED,1336.5,2026-03-28
LEDG0350,2026-03-17,INV0350,CUST0011,19074.74,INR,AR001,CREDIT,Payment receipt for INV0350 via PayU,REC-INV0350-PAY0350,POSTED,19074.74,2026-03-17
LEDG0351,2026-04-29,INV0351,CUST0500,70124.9,INR,AR001,CREDIT,Payment receipt for INV0351 via Cashfree,REC-INV0351-PAY0351,POSTED,70124.9,2026-04-29
LEDG0352,2026-01-05,INV0352,CUST0348,1115.07,INR,AR001,CREDIT,Payment receipt for INV0352 via Cashfree,REC-INV0352-PAY0352,POSTED,1115.07,2026-01-05
LEDG0353,2026-02-01,INV0353,CUST0130,61443.3,INR,AR001,CREDIT,Payment receipt for INV0353 via Razorpay,REC-INV0353-PAY0353,POSTED,61443.3,2026-02-01
LEDG0354,2026-06-13,INV0354,CUST0275,105372.26,INR,AR001,CREDIT,Payment receipt for INV0354 via Stripe,REC-INV0354-PAY0354,POSTED,105372.26,2026-06-13
LEDG0355,2026-05-06,INV0355,CUST0045,14579.87,INR,AR001,CREDIT,Payment receipt for INV0355 via PayU,REC-INV0355-PAY0355,POSTED,14579.87,2026-05-06
LEDG0356,2026-06-18,INV0356,CUST0050,120103.35,INR,AR001,CREDIT,Payment receipt for INV0356 via Stripe,REC-INV0356-PAY0356,POSTED,120103.35,2026-06-18
LEDG0357,2026-02-13,INV0357,CUST0137,106877.3,INR,AR001,CREDIT,Payment receipt for INV0357 via PayU,REC-INV0357-PAY0357,POSTED,106877.3,2026-02-13
LEDG0358,2026-04-26,INV0358,CUST0032,11445.87,INR,AR001,CREDIT,Payment receipt for INV0358 via PayU,REC-INV0358-PAY0358,POSTED,11445.87,2026-04-26
LEDG0359,2026-04-09,INV0359,CUST0196,174890.36,INR,AR001,CREDIT,Payment receipt for INV0359 via PayU,REC-INV0359-PAY0359,PENDING,174890.36,2026-04-09
LEDG0360,2026-03-18,INV0360,CUST0224,23134.81,INR,AR001,CREDIT,Payment receipt for INV0360 via Razorpay,REC-INV0360-PAY0360,POSTED,23134.81,2026-03-18
LEDG0361,2026-06-14,INV0361,CUST0198,45524.93,INR,AR001,CREDIT,Payment receipt for INV0361 via PayU,REC-INV0361-PAY0361,POSTED,45524.93,2026-06-14
LEDG0362,2026-06-19,INV0362,CUST0105,4429.92,INR,AR001,CREDIT,Payment receipt for INV0362 via Razorpay,REC-INV0362-PAY0362,POSTED,4429.92,2026-06-19
LEDG0363,2026-01-30,INV0363,CUST0370,4321.17,INR,AR001,CREDIT,Payment receipt for INV0363 via PayU,REC-INV0363-PAY0363,POSTED,4321.17,2026-01-30
LEDG0364,2026-03-26,INV0364,CUST0262,123477.61,INR,AR001,CREDIT,Payment receipt for INV0364 via Cashfree,REC-INV0364-PAY0364,POSTED,123477.61,2026-03-26
LEDG0365,2026-02-13,INV0365,CUST0459,18880.38,INR,AR001,CREDIT,Payment receipt for INV0365 via Stripe,REC-INV0365-PAY0365,POSTED,18880.38,2026-02-13
LEDG0366,2026-04-23,INV0366,CUST0016,8836.65,INR,AR001,CREDIT,Payment receipt for INV0366 via Cashfree,REC-INV0366-PAY0366,POSTED,8836.65,2026-04-23
LEDG0367,2026-03-30,INV0367,CUST0464,37324.67,INR,AR001,CREDIT,Payment receipt for INV0367 via Stripe,REC-INV0367-PAY0367,POSTED,37324.67,2026-03-30
LEDG0368,2026-03-26,INV0368,CUST0485,106043.51,INR,AR001,CREDIT,Payment receipt for INV0368 via Razorpay,REC-INV0368-PAY0368,POSTED,106043.51,2026-03-26
LEDG0369,2026-04-15,INV0369,CUST0170,2411.31,INR,AR001,CREDIT,Payment receipt for INV0369 via Stripe,REC-INV0369-PAY0369,POSTED,2411.31,2026-04-15
LEDG0370,2026-01-13,INV0370,CUST0050,77794.24,INR,AR001,CREDIT,Payment receipt for INV0370 via Razorpay,REC-INV0370-PAY0370,POSTED,77794.24,2026-01-13
LEDG0371,2026-05-28,INV0371,CUST0231,2035.99,INR,AR001,CREDIT,Payment receipt for INV0371 via PayU,REC-INV0371-PAY0371,POSTED,2035.99,2026-05-28
LEDG0372,2026-04-09,INV0372,CUST0217,65174.03,INR,AR001,CREDIT,Payment receipt for INV0372 via PayU,REC-INV0372-PAY0372,POSTED,65174.03,2026-04-09
LEDG0373,2026-04-25,INV0373,CUST0383,31884.5,INR,AR001,CREDIT,Payment receipt for INV0373 via Razorpay,REC-INV0373-PAY0373,POSTED,31884.5,2026-04-25
LEDG0374,2026-01-08,INV0374,CUST0387,14186.74,INR,AR001,CREDIT,Payment receipt for INV0374 via PayU,REC-INV0374-PAY0374,POSTED,14186.74,2026-01-08
LEDG0375,2026-04-03,INV0375,CUST0306,1388.32,INR,AR001,CREDIT,Payment receipt for INV0375 via Cashfree,REC-INV0375-PAY0375,PENDING,1388.32,2026-04-03
LEDG0376,2026-03-30,INV0376,CUST0007,2403.51,INR,AR001,CREDIT,Payment receipt for INV0376 via Razorpay,REC-INV0376-PAY0376,POSTED,2403.51,2026-03-30
LEDG0377,2026-04-04,INV0377,CUST0110,133266.2,INR,AR001,CREDIT,Payment receipt for INV0377 via Razorpay,REC-INV0377-PAY0377,POSTED,133266.2,2026-04-04
LEDG0378,2026-06-08,INV0378,CUST0404,3166.92,INR,AR001,CREDIT,Payment receipt for INV0378 via Stripe,REC-INV0378-PAY0378,POSTED,3166.92,2026-06-08
LEDG0379,2026-04-19,INV0379,CUST0410,21415.38,INR,AR001,CREDIT,Payment receipt for INV0379 via Razorpay,REC-INV0379-PAY0379,POSTED,21415.38,2026-04-19
LEDG0380,2026-07-01,INV0380,CUST0247,40949.69,INR,AR001,CREDIT,Payment receipt for INV0380 via Stripe,REC-INV0380-PAY0380,POSTED,40949.69,2026-07-01
LEDG0381,2026-02-26,INV0381,CUST0175,105148.2,INR,AR001,CREDIT,Payment receipt for INV0381 via Stripe,REC-INV0381-PAY0381,POSTED,105148.2,2026-02-26
LEDG0382,2026-06-30,INV0382,CUST0493,6971.68,INR,AR001,CREDIT,Payment receipt for INV0382 via Stripe,REC-INV0382-PAY0382,POSTED,6971.68,2026-06-30
LEDG0383,2026-01-28,INV0383,CUST0328,7183.05,INR,AR001,CREDIT,Payment receipt for INV0383 via Cashfree,REC-INV0383-PAY0383,POSTED,7183.05,2026-01-28
LEDG0384,2026-06-04,INV0384,CUST0375,156092.11,INR,AR001,CREDIT,Payment receipt for INV0384 via Razorpay,REC-INV0384-PAY0384,POSTED,156092.11,2026-06-04
LEDG0385,2026-06-28,INV0385,CUST0115,67699.65,INR,AR001,CREDIT,Payment receipt for INV0385 via Cashfree,REC-INV0385-PAY0385,POSTED,67699.65,2026-06-28
LEDG0386,2026-01-26,INV0386,CUST0123,1688.98,INR,AR001,CREDIT,Payment receipt for INV0386 via PayU,REC-INV0386-PAY0386,POSTED,1688.98,2026-01-26
LEDG0387,2026-05-03,INV0387,CUST0435,3399.06,INR,AR001,CREDIT,Payment receipt for INV0387 via Razorpay,REC-INV0387-PAY0387,POSTED,3399.06,2026-05-03
LEDG0388,2026-06-18,INV0388,CUST0403,54692.14,INR,AR001,CREDIT,Payment receipt for INV0388 via Cashfree,REC-INV0388-PAY0388,POSTED,54692.14,2026-06-18
LEDG0389,2026-02-27,INV0389,CUST0051,104212.33,INR,AR001,CREDIT,Payment receipt for INV0389 via PayU,REC-INV0389-PAY0389,POSTED,104212.33,2026-02-27
LEDG0390,2026-07-01,INV0390,CUST0266,74971.18,INR,AR001,CREDIT,Payment receipt for INV0390 via Stripe,REC-INV0390-PAY0390,POSTED,74971.18,2026-07-01
LEDG0391,2026-04-26,INV0391,CUST0072,1032.54,INR,AR001,CREDIT,Payment receipt for INV0391 via Stripe,REC-INV0391-PAY0391,POSTED,1032.54,2026-04-26
LEDG0392,2026-04-05,INV0392,CUST0341,15955.75,INR,AR001,CREDIT,Payment receipt for INV0392 via Razorpay,REC-INV0392-PAY0392,POSTED,15955.75,2026-04-05
LEDG0393,2026-05-17,INV0393,CUST0282,6584.57,INR,AR001,CREDIT,Payment receipt for INV0393 via PayU,REC-INV0393-PAY0393,POSTED,6584.57,2026-05-17
LEDG0394,2026-03-08,INV0394,CUST0378,2708.86,INR,AR001,CREDIT,Payment receipt for INV0394 via Razorpay,REC-INV0394-PAY0394,POSTED,2708.86,2026-03-08
LEDG0395,2026-02-22,INV0395,CUST0371,9152.57,INR,AR001,CREDIT,Payment receipt for INV0395 via Cashfree,REC-INV0395-PAY0395,POSTED,9152.57,2026-02-22
LEDG0396,2026-06-08,INV0396,CUST0328,42334.68,INR,AR001,CREDIT,Payment receipt for INV0396 via Cashfree,REC-INV0396-PAY0396,POSTED,42334.68,2026-06-08
LEDG0397,2026-04-05,INV0397,CUST0048,64079.94,INR,AR001,CREDIT,Payment receipt for INV0397 via Cashfree,REC-INV0397-PAY0397,POSTED,64079.94,2026-04-05
LEDG0398,2026-03-14,INV0398,CUST0208,3602.53,INR,AR001,CREDIT,Payment receipt for INV0398 via PayU,REC-INV0398-PAY0398,POSTED,3602.53,2026-03-14
LEDG0399,2026-01-27,INV0399,CUST0157,77581.54,INR,AR001,CREDIT,Payment receipt for INV0399 via PayU,REC-INV0399-PAY0399,POSTED,77581.54,2026-01-27
LEDG0400,2026-06-29,INV0400,CUST0459,182256.25,INR,AR001,CREDIT,Payment receipt for INV0400 via Cashfree,REC-INV0400-PAY0400,POSTED,182256.25,2026-06-29
LEDG0401,2026-06-01,INV0401,CUST0425,180857.34,INR,AR001,CREDIT,Payment receipt for INV0401 via Stripe,REC-INV0401-PAY0401,POSTED,180857.34,2026-06-01
LEDG0402,2026-02-16,INV0402,CUST0187,66644.44,INR,AR001,CREDIT,Payment receipt for INV0402 via Stripe,REC-INV0402-PAY0402,POSTED,66644.44,2026-02-16
LEDG0403,2026-03-21,INV0403,CUST0448,119814.69,INR,AR001,CREDIT,Payment receipt for INV0403 via Stripe,REC-INV0403-PAY0403,POSTED,119814.69,2026-03-21
LEDG0404,2026-05-24,INV0404,CUST0061,46730.9,INR,AR001,CREDIT,Payment receipt for INV0404 via Stripe,REC-INV0404-PAY0404,POSTED,46730.9,2026-05-24
LEDG0405,2026-01-05,INV0405,CUST0072,126867.81,INR,AR001,CREDIT,Payment receipt for INV0405 via Stripe,REC-INV0405-PAY0405,POSTED,126867.81,2026-01-05
LEDG0406,2026-06-05,INV0406,CUST0185,87008.44,INR,AR001,CREDIT,Payment receipt for INV0406 via PayU,REC-INV0406-PAY0406,POSTED,87008.44,2026-06-05
LEDG0407,2026-01-28,INV0407,CUST0237,4101.3,INR,AR001,CREDIT,Payment receipt for INV0407 via Razorpay,REC-INV0407-PAY0407,POSTED,4101.3,2026-01-28
LEDG0408,2026-02-12,INV0408,CUST0495,3050.81,INR,AR001,CREDIT,Payment receipt for INV0408 via Cashfree,REC-INV0408-PAY0408,POSTED,3050.81,2026-02-12
LEDG0409,2026-02-06,INV0409,CUST0398,52723.37,INR,AR001,CREDIT,Payment receipt for INV0409 via PayU,REC-INV0409-PAY0409,POSTED,52723.37,2026-02-06
LEDG0410,2026-02-17,INV0410,CUST0230,17208.7,INR,AR001,CREDIT,Payment receipt for INV0410 via Cashfree,REC-INV0410-PAY0410,PENDING,17208.7,2026-02-17
LEDG0411,2026-03-15,INV0411,CUST0179,43749.76,INR,AR001,CREDIT,Payment receipt for INV0411 via Cashfree,REC-INV0411-PAY0411,POSTED,43749.76,2026-03-15
LEDG0412,2026-02-14,INV0412,CUST0168,3477.75,INR,AR001,CREDIT,Payment receipt for INV0412 via PayU,REC-INV0412-PAY0412,POSTED,3477.75,2026-02-14
LEDG0413,2026-05-22,INV0413,CUST0229,164256.73,INR,AR001,CREDIT,Payment receipt for INV0413 via PayU,REC-INV0413-PAY0413,POSTED,164256.73,2026-05-22
LEDG0414,2026-02-17,INV0414,CUST0248,125864.49,INR,AR001,CREDIT,Payment receipt for INV0414 via PayU,REC-INV0414-PAY0414,POSTED,125864.49,2026-02-17
LEDG0415,2026-01-18,INV0415,CUST0245,19979.36,INR,AR001,CREDIT,Payment receipt for INV0415 via Cashfree,REC-INV0415-PAY0415,POSTED,19979.36,2026-01-18
LEDG0416,2026-02-18,INV0416,CUST0277,57622.43,INR,AR001,CREDIT,Payment receipt for INV0416 via PayU,REC-INV0416-PAY0416,PENDING,57622.43,2026-02-18
LEDG0417,2026-02-12,INV0417,CUST0316,3467.2,INR,AR001,CREDIT,Payment receipt for INV0417 via PayU,REC-INV0417-PAY0417,POSTED,3467.2,2026-02-12
LEDG0418,2026-01-06,INV0418,CUST0308,7216.73,INR,AR001,CREDIT,Payment receipt for INV0418 via Cashfree,REC-INV0418-PAY0418,POSTED,7216.73,2026-01-06
LEDG0419,2026-02-09,INV0419,CUST0056,13552.57,INR,AR001,CREDIT,Payment receipt for INV0419 via PayU,REC-INV0419-PAY0419,POSTED,13552.57,2026-02-09
LEDG0420,2026-05-27,INV0420,CUST0447,6957.41,INR,AR001,CREDIT,Payment receipt for INV0420 via Cashfree,REC-INV0420-PAY0420,POSTED,6957.41,2026-05-27
LEDG0421,2026-02-17,INV0421,CUST0493,6444.26,INR,AR001,CREDIT,Payment receipt for INV0421 via Razorpay,REC-INV0421-PAY0421,POSTED,6444.26,2026-02-17
LEDG0422,2026-01-17,INV0422,CUST0182,17634.39,INR,AR001,CREDIT,Payment receipt for INV0422 via Cashfree,REC-INV0422-PAY0422,POSTED,17634.39,2026-01-17
LEDG0423,2026-06-16,INV0423,CUST0458,3094.97,INR,AR001,CREDIT,Payment receipt for INV0423 via Razorpay,REC-INV0423-PAY0423,POSTED,3094.97,2026-06-16
LEDG0424,2026-06-03,INV0424,CUST0344,864.94,INR,AR001,CREDIT,Payment receipt for INV0424 via PayU,REC-INV0424-PAY0424,POSTED,864.94,2026-06-03
LEDG0425,2026-06-16,INV0425,CUST0130,114215.14,INR,AR001,CREDIT,Payment receipt for INV0425 via PayU,REC-INV0425-PAY0425,POSTED,114215.14,2026-06-16
LEDG0426,2026-02-09,INV0426,CUST0009,20156.36,INR,AR001,CREDIT,Payment receipt for INV0426 via Stripe,REC-INV0426-PAY0426,POSTED,20156.36,2026-02-09
LEDG0427,2026-05-09,INV0427,CUST0338,4966.44,INR,AR001,CREDIT,Payment receipt for INV0427 via Razorpay,REC-INV0427-PAY0427,POSTED,4966.44,2026-05-09
LEDG0428,2026-03-11,INV0428,CUST0481,2718.19,INR,AR001,CREDIT,Payment receipt for INV0428 via Cashfree,REC-INV0428-PAY0428,POSTED,2718.19,2026-03-11
LEDG0429,2026-02-14,INV0429,CUST0011,82232.94,INR,AR001,CREDIT,Payment receipt for INV0429 via Cashfree,REC-INV0429-PAY0429,POSTED,82232.94,2026-02-14
LEDG0430,2026-03-16,INV0430,CUST0370,141927.43,INR,AR001,CREDIT,Payment receipt for INV0430 via Cashfree,REC-INV0430-PAY0430,POSTED,141927.43,2026-03-16
LEDG0431,2026-01-18,INV0431,CUST0475,81701.35,INR,AR001,CREDIT,Payment receipt for INV0431 via Stripe,REC-INV0431-PAY0431,POSTED,81701.35,2026-01-18
LEDG0432,2026-02-19,INV0432,CUST0140,53552.09,INR,AR001,CREDIT,Payment receipt for INV0432 via Cashfree,REC-INV0432-PAY0432,POSTED,53552.09,2026-02-19
LEDG0433,2026-02-06,INV0433,CUST0309,1777.5,INR,AR001,CREDIT,Payment receipt for INV0433 via Razorpay,REC-INV0433-PAY0433,POSTED,1777.5,2026-02-06
LEDG0434,2026-04-19,INV0434,CUST0019,3711.22,INR,AR001,CREDIT,Payment receipt for INV0434 via Razorpay,REC-INV0434-PAY0434,POSTED,3711.22,2026-04-19
LEDG0435,2026-01-20,INV0435,CUST0064,159820.15,INR,AR001,CREDIT,Payment receipt for INV0435 via Razorpay,REC-INV0435-PAY0435,POSTED,159820.15,2026-01-20
LEDG0436,2026-06-01,INV0436,CUST0194,108637.06,INR,AR001,CREDIT,Payment receipt for INV0436 via Stripe,REC-INV0436-PAY0436,POSTED,108637.06,2026-06-01
LEDG0437,2026-03-18,INV0437,CUST0436,18140.27,INR,AR001,CREDIT,Payment receipt for INV0437 via Cashfree,REC-INV0437-PAY0437,POSTED,18140.27,2026-03-18
LEDG0438,2026-06-22,INV0438,CUST0442,29968.76,INR,AR001,CREDIT,Payment receipt for INV0438 via Razorpay,REC-INV0438-PAY0438,POSTED,29968.76,2026-06-22
LEDG0439,2026-06-24,INV0439,CUST0426,18884.56,INR,AR001,CREDIT,Payment receipt for INV0439 via Cashfree,REC-INV0439-PAY0439,POSTED,18884.56,2026-06-24
LEDG0440,2026-02-01,INV0440,CUST0288,148860.81,INR,AR001,CREDIT,Payment receipt for INV0440 via Razorpay,REC-INV0440-PAY0440,POSTED,148860.81,2026-02-01
LEDG0441,2026-02-08,INV0441,CUST0371,7248.76,INR,AR001,CREDIT,Payment receipt for INV0441 via Razorpay,REC-INV0441-PAY0441,POSTED,7248.76,2026-02-08
LEDG0442,2026-05-12,INV0442,CUST0418,190318.94,INR,AR001,CREDIT,Payment receipt for INV0442 via Stripe,REC-INV0442-PAY0442,POSTED,190318.94,2026-05-12
LEDG0443,2026-04-18,INV0443,CUST0197,61230.65,INR,AR001,CREDIT,Payment receipt for INV0443 via Stripe,REC-INV0443-PAY0443,POSTED,61230.65,2026-04-18
LEDG0444,2026-06-04,INV0444,CUST0163,21943.33,INR,AR001,CREDIT,Payment receipt for INV0444 via Razorpay,REC-INV0444-PAY0444,POSTED,21943.33,2026-06-04
LEDG0445,2026-02-19,INV0445,CUST0491,2952.37,INR,AR001,CREDIT,Payment receipt for INV0445 via Stripe,REC-INV0445-PAY0445,POSTED,2952.37,2026-02-19
LEDG0446,2026-04-03,INV0446,CUST0445,143699.79,INR,AR001,CREDIT,Payment receipt for INV0446 via Razorpay,REC-INV0446-PAY0446,POSTED,143699.79,2026-04-03
LEDG0447,2026-05-29,INV0447,CUST0017,10993.7,INR,AR001,CREDIT,Payment receipt for INV0447 via PayU,REC-INV0447-PAY0447,POSTED,10993.7,2026-05-29
LEDG0448,2026-02-09,INV0448,CUST0329,123024.7,INR,AR001,CREDIT,Payment receipt for INV0448 via Stripe,REC-INV0448-PAY0448,POSTED,123024.7,2026-02-09
LEDG0449,2026-01-15,INV0449,CUST0421,196882.81,INR,AR001,CREDIT,Payment receipt for INV0449 via Cashfree,REC-INV0449-PAY0449,POSTED,196882.81,2026-01-15
LEDG0450,2026-01-26,INV0450,CUST0108,159043.96,INR,AR001,CREDIT,Payment receipt for INV0450 via Stripe,REC-INV0450-PAY0450,POSTED,159043.96,2026-01-26
LEDG0451,2026-01-24,INV0451,CUST0446,88034.04,INR,AR001,CREDIT,Payment receipt for INV0451 via PayU,REC-INV0451-PAY0451,POSTED,88034.04,2026-01-24
LEDG0452,2026-04-24,INV0452,CUST0145,26880.78,INR,AR001,CREDIT,Payment receipt for INV0452 via Stripe,REC-INV0452-PAY0452,POSTED,26880.78,2026-04-24
