transaction_id,payment_id,final_status,reason,amount_match,date_match,ledger_found,ledger_status,payment_status,date_difference,amount_difference,absolute_amount_difference,date_diff,exception_type,date_severity,risk_level,recommended_action,is_exception,bank_amount,payment_amount,normalized_reference,match_status,amount_difference_pct,same_transaction_payment_numeric_id,has_payment_id,transaction_payment_id_delta,has_normalized_reference,high_attention,ml_risk_probability,ml_prediction,ml_risk_level,ml_reason
TXN0150,PAY0333,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,False,False,False,UNKNOWN,UNKNOWN,0.0,0.0,0.0,,DUPLICATE_PAYMENT,NOT_APPLICABLE,HIGH,MANUAL_REVIEW_DUPLICATE,True,3536.78,3536.78,GW-126000,DUPLICATE_PAYMENT,0.0,False,1,183,YES,1,0.9973,1,CRITICAL,Final status is DUPLICATE_PAYMENT
TXN0151,PAY0151,DATE_MISMATCH,Bank transaction date differs from payment date by 143 days,True,False,True,POSTED,SUCCESS,143.0,0.0,0.0,143.0,DATE_MISMATCH,CRITICAL,CRITICAL,ESCALATE,True,2907.19,2907.19,GW-149812,MATCHED,0.0,True,1,0,YES,1,1.0,1,CRITICAL,Date difference is 143 days
TXN0152,PAY0355,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,False,False,False,UNKNOWN,UNKNOWN,0.0,0.0,0.0,,DUPLICATE_PAYMENT,NOT_APPLICABLE,HIGH,MANUAL_REVIEW_DUPLICATE,True,14579.87,14579.87,GW-569040,DUPLICATE_PAYMENT,0.0,False,1,203,YES,1,0.9976,1,CRITICAL,Final status is DUPLICATE_PAYMENT
TXN0153,PAY0153,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,52788.93,52788.93,GW-700831,MATCHED,0.0,True,1,0,YES,0,0.0217,0,LOW,No major deterministic risk factor detected
TXN0154,PAY0154,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,39134.36,39134.36,GW-543210,MATCHED,0.0,True,1,0,YES,0,0.0214,0,LOW,No major deterministic risk factor detected
TXN0155,PAY0155,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,74391.65,74391.65,GW-887917,MATCHED,0.0,True,1,0,YES,0,0.022,0,LOW,No major deterministic risk factor detected
TXN0156,PAY0156,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,137417.47,137417.47,GW-139068,MATCHED,0.0,True,1,0,YES,0,0.0231,0,LOW,No major deterministic risk factor detected
TXN0157,PAY0157,DATE_MISMATCH,Bank transaction date differs from payment date by 3 days,True,False,True,POSTED,SUCCESS,3.0,0.0,0.0,3.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True,75686.84,75686.84,GW-668977,MATCHED,0.0,True,1,0,YES,0,0.0477,0,LOW,No major deterministic risk factor detected
TXN0158,PAY0158,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,36290.79,36290.79,GW-185489,MATCHED,0.0,True,1,0,YES,0,0.0214,0,LOW,No major deterministic risk factor detected
TXN0159,PAY0159,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,68245.1,68245.1,GW-311301,MATCHED,0.0,True,1,0,YES,0,0.0219,0,LOW,No major deterministic risk factor detected
TXN0160,PAY0160,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,1349.9,1349.9,GW-291938,MATCHED,0.0,True,1,0,YES,0,0.0208,0,LOW,No major deterministic risk factor detected
TXN0161,PAY0161,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,11705.07,11705.07,GW-673758,MATCHED,0.0,True,1,0,YES,0,0.0273,0,LOW,No major deterministic risk factor detected
TXN0162,PAY0162,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,6279.41,6279.41,GW-312226,MATCHED,0.0,True,1,0,YES,0,0.0209,0,LOW,No major deterministic risk factor detected
TXN0163,PAY0163,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,20792.11,20792.11,GW-598033,MATCHED,0.0,True,1,0,YES,0,0.0211,0,LOW,No major deterministic risk factor detected
TXN0164,PAY0164,DATE_MISMATCH,Bank transaction date differs from payment date by 4 days,True,False,True,POSTED,SUCCESS,4.0,0.0,0.0,4.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True,24306.85,24306.85,GW-267759,MATCHED,0.0,True,1,0,YES,0,0.0524,0,LOW,No major deterministic risk factor detected
TXN0165,PAY0165,DATE_MISMATCH,Bank transaction date differs from payment date by 27 days,True,False,True,POSTED,SUCCESS,27.0,0.0,0.0,27.0,DATE_MISMATCH,HIGH,HIGH,HIGH_PRIORITY_INVESTIGATION,True,7076.17,7076.17,GW-572319,MATCHED,0.0,True,1,0,YES,1,0.9853,1,CRITICAL,Date difference is 27 days
TXN0166,PAY0166,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,1145.19,1145.19,GW-826680,MATCHED,0.0,True,1,0,YES,0,0.0311,0,LOW,No major deterministic risk factor detected
TXN0167,PAY0167,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,2574.76,2574.76,GW-919502,MATCHED,0.0,True,1,0,YES,0,0.0311,0,LOW,No major deterministic risk factor detected
TXN0168,PAY0168,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,17674.02,17674.02,GW-748216,MATCHED,0.0,True,1,0,YES,0,0.0211,0,LOW,No major deterministic risk factor detected
TXN0169,PAY0169,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,788.78,788.78,GW-602049,MATCHED,0.0,True,1,0,YES,0,0.0208,0,LOW,No major deterministic risk factor detected
TXN0170,PAY0170,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,16814.69,16814.69,GW-167971,MATCHED,0.0,True,1,0,YES,0,0.0211,0,LOW,No major deterministic risk factor detected
TXN0171,PAY0171,DATE_MISMATCH,Bank transaction date differs from payment date by 17 days,True,False,True,POSTED,SUCCESS,17.0,0.0,0.0,17.0,DATE_MISMATCH,HIGH,HIGH,HIGH_PRIORITY_INVESTIGATION,True,12994.79,12994.79,GW-886455,MATCHED,0.0,True,1,0,YES,1,0.9437,1,CRITICAL,Date difference is 17 days
TXN0172,PAY0172,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,125990.66,125990.66,GW-162676,MATCHED,0.0,True,1,0,YES,0,0.0229,0,LOW,No major deterministic risk factor detected
TXN0173,PAY0173,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,2744.0,2744.0,GW-621272,MATCHED,0.0,True,1,0,YES,0,0.0209,0,LOW,No major deterministic risk factor detected
TXN0174,PAY0174,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,41642.41,41642.41,GW-391236,MATCHED,0.0,True,1,0,YES,0,0.0215,0,LOW,No major deterministic risk factor detected
TXN0175,PAY0175,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,60453.13,60453.13,GW-139330,MATCHED,0.0,True,1,0,YES,0,0.0218,0,LOW,No major deterministic risk factor detected
TXN0176,PAY0176,LEDGER_EXCEPTION,Ledger entry exists but posting status is PENDING,True,True,True,PENDING,SUCCESS,0.0,0.0,0.0,0.0,LEDGER_EXCEPTION,NOT_APPLICABLE,HIGH,INVESTIGATE_LEDGER,True,22173.63,22173.63,GW-760793,MATCHED,0.0,True,1,0,YES,1,0.9579,1,CRITICAL,Final status is LEDGER_EXCEPTION; Ledger status is PENDING
TXN0177,PAY0177,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,1735.42,1735.42,GW-234525,MATCHED,0.0,True,1,0,YES,0,0.0208,0,LOW,No major deterministic risk factor detected
TXN0178,PAY0178,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,38623.54,38623.54,GW-703041,MATCHED,0.0,True,1,0,YES,0,0.0279,0,LOW,No major deterministic risk factor detected
TXN0179,PAY0179,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,1381.14,1381.14,GW-637692,MATCHED,0.0,True,1,0,YES,0,0.0311,0,LOW,No major deterministic risk factor detected
TXN0180,PAY0180,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,660.2,660.2,GW-552189,MATCHED,0.0,True,1,0,YES,0,0.0208,0,LOW,No major deterministic risk factor detected
TXN0181,PAY0181,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,47661.41,47661.41,GW-234119,MATCHED,0.0,True,1,0,YES,0,0.0216,0,LOW,No major deterministic risk factor detected
TXN0182,PAY0182,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,12567.33,12567.33,GW-193420,MATCHED,0.0,True,1,0,YES,0,0.021,0,LOW,No major deterministic risk factor detected
TXN0183,PAY0183,DATE_MISMATCH,Bank transaction date differs from payment date by 7 days,True,False,True,POSTED,SUCCESS,7.0,0.0,0.0,7.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True,44622.91,44622.91,GW-300482,MATCHED,0.0,True,1,0,YES,0,0.0787,0,LOW,No major deterministic risk factor detected
TXN0184,PAY0184,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,21743.62,21743.62,GW-836903,MATCHED,0.0,True,1,0,YES,0,0.0212,0,LOW,No major deterministic risk factor detected
TXN0185,PAY0185,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,37960.34,37960.34,GW-180266,MATCHED,0.0,True,1,0,YES,0,0.0214,0,LOW,No major deterministic risk factor detected
TXN0186,PAY0186,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,15581.54,15581.54,GW-297042,MATCHED,0.0,True,1,0,YES,0,0.0211,0,LOW,No major deterministic risk factor detected
TXN0187,PAY0187,DATE_MISMATCH,Bank transaction date differs from payment date by 122 days,True,False,True,POSTED,SUCCESS,122.0,0.0,0.0,122.0,DATE_MISMATCH,CRITICAL,CRITICAL,ESCALATE,True,3878.1,3878.1,GW-853660,MATCHED,0.0,True,1,0,YES,1,1.0,1,CRITICAL,Date difference is 122 days
TXN0188,PAY0188,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,64829.8,64829.8,GW-840872,MATCHED,0.0,True,1,0,YES,0,0.0219,0,LOW,No major deterministic risk factor detected
TXN0189,PAY0189,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,182788.89,182788.89,GW-239044,MATCHED,0.0,True,1,0,YES,0,0.0356,0,LOW,No major deterministic risk factor detected
TXN0190,PAY0190,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,45985.31,45985.31,GW-903308,MATCHED,0.0,True,1,0,YES,0,0.0216,0,LOW,No major deterministic risk factor detected
TXN0191,PAY0191,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,169328.02,169328.02,GW-153153,MATCHED,0.0,True,1,0,YES,0,0.0237,0,LOW,No major deterministic risk factor detected
TXN0192,PAY0192,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,2436.35,2436.35,GW-244051,MATCHED,0.0,True,1,0,YES,0,0.0311,0,LOW,No major deterministic risk factor detected
TXN0193,PAY0193,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,557.48,557.48,GW-441739,MATCHED,0.0,True,1,0,YES,0,0.0208,0,LOW,No major deterministic risk factor detected
TXN0194,PAY0194,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,55920.8,55920.8,GW-409569,MATCHED,0.0,True,1,0,YES,0,0.0217,0,LOW,No major deterministic risk factor detected
TXN0195,PAY0195,LEDGER_EXCEPTION,Ledger entry exists but posting status is PENDING,True,True,True,PENDING,SUCCESS,0.0,0.0,0.0,0.0,LEDGER_EXCEPTION,NOT_APPLICABLE,HIGH,INVESTIGATE_LEDGER,True,12951.73,12951.73,GW-477447,MATCHED,0.0,True,1,0,YES,1,0.9576,1,CRITICAL,Final status is LEDGER_EXCEPTION; Ledger status is PENDING
TXN0196,PAY0196,DATE_MISMATCH,Bank transaction date differs from payment date by 48 days,True,False,True,POSTED,SUCCESS,48.0,0.0,0.0,48.0,DATE_MISMATCH,CRITICAL,CRITICAL,ESCALATE,True,2031.72,2031.72,GW-112612,MATCHED,0.0,True,1,0,YES,1,0.9923,1,CRITICAL,Date difference is 48 days
TXN0197,PAY0197,DATE_MISMATCH,Bank transaction date differs from payment date by 74 days,True,False,True,POSTED,SUCCESS,74.0,0.0,0.0,74.0,DATE_MISMATCH,CRITICAL,CRITICAL,ESCALATE,True,676.86,676.86,GW-239292,MATCHED,0.0,True,1,0,YES,1,0.9998,1,CRITICAL,Date difference is 74 days
TXN0198,PAY0198,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,39193.26,39193.26,GW-944212,MATCHED,0.0,True,1,0,YES,0,0.0214,0,LOW,No major deterministic risk factor detected
TXN0199,PAY0199,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,2415.41,2415.41,GW-588820,MATCHED,0.0,True,1,0,YES,0,0.0208,0,LOW,No major deterministic risk factor detected
TXN0200,PAY0200,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,152141.57,152141.57,GW-806142,MATCHED,0.0,True,1,0,YES,0,0.0234,0,LOW,No major deterministic risk factor detected
TXN0201,PAY0201,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,975.62,975.62,GW-352523,MATCHED,0.0,True,1,0,YES,0,0.0208,0,LOW,No major deterministic risk factor detected
TXN0202,PAY0202,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,176912.83,176912.83,GW-820465,MATCHED,0.0,True,1,0,YES,0,0.0238,0,LOW,No major deterministic risk factor detected
TXN0203,PAY0203,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,105512.1,105512.1,GW-748334,MATCHED,0.0,True,1,0,YES,0,0.0226,0,LOW,No major deterministic risk factor detected
TXN0204,PAY0204,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,51121.34,51121.34,GW-743470,MATCHED,0.0,True,1,0,YES,0,0.0322,0,LOW,No major deterministic risk factor detected
TXN0205,PAY0205,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,45149.32,45149.32,GW-659150,MATCHED,0.0,True,1,0,YES,0,0.0321,0,LOW,No major deterministic risk factor detected
TXN0206,PAY0206,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,4159.68,4159.68,GW-895467,MATCHED,0.0,True,1,0,YES,0,0.0209,0,LOW,No major deterministic risk factor detected
TXN0207,PAY0315,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,False,False,False,UNKNOWN,UNKNOWN,0.0,0.0,0.0,,DUPLICATE_PAYMENT,NOT_APPLICABLE,HIGH,MANUAL_REVIEW_DUPLICATE,True,9384.65,9384.65,GW-307221,DUPLICATE_PAYMENT,0.0,False,1,108,YES,1,0.996,1,CRITICAL,Final status is DUPLICATE_PAYMENT
TXN0208,PAY0208,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,44752.65,44752.65,GW-184288,MATCHED,0.0,True,1,0,YES,0,0.028,0,LOW,No major deterministic risk factor detected
TXN0209,PAY0209,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,52001.56,52001.56,GW-911703,MATCHED,0.0,True,1,0,YES,0,0.0217,0,LOW,No major deterministic risk factor detected
TXN0210,PAY0210,DATE_MISMATCH,Bank transaction date differs from payment date by 5 days,True,False,True,POSTED,SUCCESS,5.0,0.0,0.0,5.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True,107037.54,107037.54,GW-624831,MATCHED,0.0,True,1,0,YES,0,0.0635,0,LOW,No major deterministic risk factor detected
TXN0211,PAY0211,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,5587.29,5587.29,GW-921042,MATCHED,0.0,True,1,0,YES,0,0.0272,0,LOW,No major deterministic risk factor detected
TXN0212,PAY0212,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,1667.35,1667.35,GW-219938,MATCHED,0.0,True,1,0,YES,0,0.0271,0,LOW,No major deterministic risk factor detected
TXN0213,PAY0213,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,20671.38,20671.38,GW-316552,MATCHED,0.0,True,1,0,YES,0,0.0211,0,LOW,No major deterministic risk factor detected
TXN0214,PAY0214,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,6641.4,6641.4,GW-715958,MATCHED,0.0,True,1,0,YES,0,0.0209,0,LOW,No major deterministic risk factor detected
TXN0215,PAY0215,DATE_MISMATCH,Bank transaction date differs from payment date by 128 days,True,False,True,POSTED,SUCCESS,128.0,0.0,0.0,128.0,DATE_MISMATCH,CRITICAL,CRITICAL,ESCALATE,True,1955.29,1955.29,GW-443399,MATCHED,0.0,True,1,0,YES,1,1.0,1,CRITICAL,Date difference is 128 days
TXN0216,PAY0216,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,57042.08,57042.08,GW-427672,MATCHED,0.0,True,1,0,YES,0,0.0217,0,LOW,No major deterministic risk factor detected
TXN0217,PAY0217,DATE_MISMATCH,Bank transaction date differs from payment date by 5 days,True,False,True,POSTED,SUCCESS,5.0,0.0,0.0,5.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True,115503.4,115503.4,GW-980338,MATCHED,0.0,True,1,0,YES,0,0.0639,0,LOW,No major deterministic risk factor detected
TXN0218,PAY0218,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,29654.74,29654.74,GW-926796,MATCHED,0.0,True,1,0,YES,0,0.0317,0,LOW,No major deterministic risk factor detected
TXN0219,PAY0219,DATE_MISMATCH,Bank transaction date differs from payment date by 16 days,True,False,True,POSTED,SUCCESS,16.0,0.0,0.0,16.0,DATE_MISMATCH,HIGH,HIGH,HIGH_PRIORITY_INVESTIGATION,True,13609.14,13609.14,GW-213234,MATCHED,0.0,True,1,0,YES,1,0.9358,1,CRITICAL,Date difference is 16 days
TXN0220,PAY0220,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,15777.92,15777.92,GW-942647,MATCHED,0.0,True,1,0,YES,0,0.0211,0,LOW,No major deterministic risk factor detected
TXN0221,PAY0221,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,199589.19,199589.19,GW-111336,MATCHED,0.0,True,1,0,YES,0,0.0242,0,LOW,No major deterministic risk factor detected
TXN0222,PAY0222,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,32235.72,32235.72,GW-877455,MATCHED,0.0,True,1,0,YES,0,0.0213,0,LOW,No major deterministic risk factor detected
TXN0223,PAY0223,DATE_MISMATCH,Bank transaction date differs from payment date by 3 days,True,False,True,POSTED,SUCCESS,3.0,0.0,0.0,3.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True,146872.62,146872.62,GW-884242,MATCHED,0.0,True,1,0,YES,0,0.0503,0,LOW,No major deterministic risk factor detected
TXN0224,PAY0224,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,52401.19,52401.19,GW-467536,MATCHED,0.0,True,1,0,YES,0,0.0217,0,LOW,No major deterministic risk factor detected
TXN0225,PAY0225,LEDGER_EXCEPTION,Ledger entry exists but posting status is PENDING,True,True,True,PENDING,SUCCESS,0.0,0.0,0.0,0.0,LEDGER_EXCEPTION,NOT_APPLICABLE,HIGH,INVESTIGATE_LEDGER,True,45896.26,45896.26,GW-128414,MATCHED,0.0,True,1,0,YES,1,0.9587,1,CRITICAL,Final status is LEDGER_EXCEPTION; Ledger status is PENDING
TXN0226,PAY0226,DATE_MISMATCH,Bank transaction date differs from payment date by 4 days,True,False,True,POSTED,SUCCESS,4.0,0.0,0.0,4.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True,37762.63,37762.63,GW-367016,MATCHED,0.0,True,1,0,YES,0,0.053,0,LOW,No major deterministic risk factor detected
