transaction_id,payment_id,invoice_id,expected_match_type,expected_exception_type,expected_date_difference,expected_amount_match,expected_ledger_status,expected_payment_status,expected_final_decision
TXN0456,PAY0456,INV0456,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0457,PAY0457,INV0457,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0458,PAY0458,INV0458,FUZZY,SETTLEMENT_DELAY,7,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0459,PAY0459,INV0459,FUZZY,LEDGER_PENDING,0,True,PENDING,SUCCESS,LEDGER_PENDING
TXN0460,PAY0460,INV0460,FUZZY,SETTLEMENT_DELAY,3,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0461,PAY0461,INV0461,FUZZY,AMOUNT_MISMATCH,0,False,POSTED,SUCCESS,AMOUNT_MISMATCH
TXN0462,PAY0462,INV0462,FUZZY,SETTLEMENT_DELAY,52,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0463,PAY0463,INV0463,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0464,PAY0464,INV0464,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0465,PAY0465,INV0465,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0466,PAY0466,INV0466,FUZZY,SETTLEMENT_DELAY,57,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0467,PAY0467,INV0467,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0468,PAY0468,INV0468,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0469,PAY0469,INV0469,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0470,PAY0470,INV0470,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0471,PAY0471,INV0471,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0472,PAY0472,INV0472,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0473,PAY0473,INV0473,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0474,PAY0474,INV0474,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0475,PAY0475,INV0475,FUZZY,SETTLEMENT_DELAY,10,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0476,PAY0476,INV0476,FUZZY,SETTLEMENT_DELAY,10,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0477,PAY0477,INV0477,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0478,PAY0478,INV0478,FUZZY,SETTLEMENT_DELAY,30,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0479,PAY0479,INV0479,FUZZY,SETTLEMENT_DELAY,10,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0480,PAY0480,INV0480,FUZZY,SETTLEMENT_DELAY,4,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0481,PAY0481,INV0481,FUZZY,DUPLICATE_PAYMENT,0,True,POSTED,SUCCESS,DUPLICATE_PAYMENT
TXN0482,PAY0482,INV0482,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0483,PAY0483,INV0483,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0484,PAY0484,INV0484,FUZZY,SETTLEMENT_DELAY,10,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0485,PAY0485,INV0485,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0486,PAY0486,INV0486,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0487,PAY0487,INV0487,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0488,PAY0488,INV0488,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0489,PAY0489,INV0489,FUZZY,AMOUNT_MISMATCH,0,False,POSTED,SUCCESS,AMOUNT_MISMATCH
TXN0490,PAY0490,INV0490,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0491,PAY0491,INV0491,FUZZY,DUPLICATE_PAYMENT,0,True,POSTED,SUCCESS,DUPLICATE_PAYMENT
TXN0492,PAY0492,INV0492,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0493,PAY0493,INV0493,PARTIAL,PAYMENT_REFUNDED,0,True,POSTED,REFUNDED,PAYMENT_REFUNDED
TXN0494,PAY0494,INV0494,FUZZY,DUPLICATE_PAYMENT,0,True,POSTED,SUCCESS,DUPLICATE_PAYMENT
TXN0495,PAY0495,INV0495,FUZZY,SETTLEMENT_DELAY,3,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0496,PAY0496,INV0496,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0497,PAY0497,INV0497,NONE,PAYMENT_FAILED,0,True,POSTED,FAILED,PAYMENT_FAILED
TXN0498,PAY0498,INV0498,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0499,PAY0499,INV0499,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0500,PAY0500,INV0500,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
